From	To
Q4P6N0	UniRef50_Q4P6N0
Q83HU6	UniRef50_A1R705
Q89DC5	UniRef50_Q89DC5
B8DC26	UniRef50_Q8CVE9
B6J7S3	UniRef50_Q0I1H8
U5YCR8	UniRef50_Q9PTU8
Q24UF3	UniRef50_P39070
Q8CWR2	UniRef50_P32732
B0S8X8	UniRef50_C5BL73
A9R007	UniRef50_P13514
Q72Y96	UniRef50_O32169
Q5GVR6	UniRef50_Q9PDV9
Q5PKT6	UniRef50_Q8ZKZ9
B8CJQ2	UniRef50_Q83JY3
A7ZTR0	UniRef50_P44306
B7N653	UniRef50_Q9JYL2
A7MU00	UniRef50_Q1R5B9
Q4JV46	UniRef50_A0QVM0
B4RAD7	UniRef50_B9KHN0
B9MJR4	UniRef50_B9MJR4
P11034	UniRef50_P21812
P42389	UniRef50_P42389
Q19V88	UniRef50_Q19V88
O67315	UniRef50_O67315
B8G513	UniRef50_B8G513
Q43772	UniRef50_P19595
C0JB32	UniRef50_C0JB92
Q9X0D0	UniRef50_Q9X0D0
B7NRK2	UniRef50_Q9KTG1
A9KFW5	UniRef50_Q0I1H8
Q8L7W7	UniRef50_Q8L7W7
Q8DSJ2	UniRef50_Q97P99
Q0H8X2	UniRef50_Q0H8X2
Q8BRH4	UniRef50_Q8NEZ4
Q0AEE3	UniRef50_Q02047
B5RBK7	UniRef50_Q8Z5N8
B1XBQ7	UniRef50_Q8X444
Q02KT3	UniRef50_Q87YP9
Q2SS24	UniRef50_Q2SS24
B2V110	UniRef50_B2TR90
P05153	UniRef50_P05153
Q9K0I2	UniRef50_Q9K0I2
C1CA89	UniRef50_P37877
A0A3G1DJF7	UniRef50_A0A3G1DJF7
B0SBK8	UniRef50_Q04P74
A8LJU6	UniRef50_A8LJU6
B5BG18	UniRef50_B4TVU1
A7ZUB3	UniRef50_P69737
A8ES24	UniRef50_A6Q4V9
A7MPP0	UniRef50_Q12S01
Q6LT51	UniRef50_Q7N549
Q0SNB9	UniRef50_Q73JJ8
B2KE93	UniRef50_B2KE93
B5Z7J7	UniRef50_O25503
Q48745	UniRef50_Q03ZI1
Q0TEW2	UniRef50_Q9KTX5
C5CC88	UniRef50_C5CC88
O59781	UniRef50_O59781
P0A6R1	UniRef50_O85139
Q3SRI7	UniRef50_Q3SRI7
Q8ZYM8	UniRef50_Q8ZYM8
A6VPD9	UniRef50_Q8ECV0
P0C0D9	UniRef50_Q8DS47
Q97I08	UniRef50_Q97I08
Q5B5P1	UniRef50_Q5B5P1
P30303	UniRef50_P30303
O27122	UniRef50_O27122
P05324	UniRef50_P62357
B2UN91	UniRef50_B2UN91
Q9Z1L0	UniRef50_P42338
Q57T27	UniRef50_Q8X8X8
Q5UP36	UniRef50_Q5UP36
Q5F9J3	UniRef50_P0A0U7
A9IQP2	UniRef50_Q5FUB1
Q9KVL6	UniRef50_A5F4I6
Q0HE49	UniRef50_B4S201
Q5RA57	UniRef50_Q9NRZ7
Q743W9	UniRef50_A0R564
Q65U07	UniRef50_P71374
Q5NPF3	UniRef50_Q8YC57
A6T4H1	UniRef50_P13155
P30615	UniRef50_Q27686
Q9MAJ7	UniRef50_Q9LFA6
A8ALG8	UniRef50_P66834
Q5LS25	UniRef50_Q5LS25
Q5UX65	UniRef50_Q5UX65
B7NKL0	UniRef50_Q9KIP8
O81007	UniRef50_O81007
A9B1N9	UniRef50_A9B1N9
B9KFM1	UniRef50_O25812
Q8SQ20	UniRef50_Q8SQ20
Q62270	UniRef50_Q62270
Q6KZH9	UniRef50_Q6KZH9
A5VF46	UniRef50_Q9HXY9
C0QVL9	UniRef50_C0QVL9
Q740F6	UniRef50_Q0SI65
Q5UY84	UniRef50_D4GY98
B3QRN8	UniRef50_Q8KAP3
P45632	UniRef50_P45632
Q2ULU6	UniRef50_Q4WHP6
Q08393	UniRef50_P00502
Q02499	UniRef50_Q02499
Q5M2I4	UniRef50_Q9CIS5
Q06S87	UniRef50_Q06S87
Q6MBM7	UniRef50_Q6MBM7
A1UAF0	UniRef50_A1UAF0
Q2YA30	UniRef50_Q180A5
Q2RST6	UniRef50_O86033
Q1RJ72	UniRef50_Q9ZDW3
O26292	UniRef50_O26292
A7ZMY4	UniRef50_Q87Y35
Q08BM8	UniRef50_Q9UIV1
Q5T1V6	UniRef50_Q5T1V6
C1DCC2	UniRef50_B4EDA2
Q1C370	UniRef50_Q8CWL6
Q01QR0	UniRef50_Q01QR0
B2J184	UniRef50_P27724
A7NPY6	UniRef50_A9WFY6
Q5F9Y9	UniRef50_Q129C7
Q0SR05	UniRef50_Q8Y6M0
Q3BUL4	UniRef50_Q9PGR7
Q39QR4	UniRef50_Q747Q2
Q83JA5	UniRef50_P00954
A8AK09	UniRef50_A4W7B5
A3N3P8	UniRef50_P44495
Q734W9	UniRef50_Q6HGI0
A0LFC6	UniRef50_A0LFC6
B5BAP2	UniRef50_Q4ZWR2
P09866	UniRef50_P09866
B3H1G9	UniRef50_P44865
B2SNH4	UniRef50_P96195
C0RFX4	UniRef50_B2S985
Q2FTU1	UniRef50_B8GKF9
Q665P6	UniRef50_Q8XAK8
Q9UZ86	UniRef50_P95479
A4JHD7	UniRef50_Q9I234
Q4UTD4	UniRef50_Q89L00
Q30QP0	UniRef50_O25074
C1D4I5	UniRef50_A4VGL9
P09487	UniRef50_P08289
Q9BW92	UniRef50_Q9BW92
A9KNI2	UniRef50_Q8UB75
P15426	UniRef50_P60174
A5F9D4	UniRef50_Q87SL0
B3QLU8	UniRef50_Q8KGF2
Q92MJ1	UniRef50_Q8UA56
B9JUY3	UniRef50_Q8UG98
Q89UG2	UniRef50_Q89UG2
P52507	UniRef50_P10186
Q5E9B3	UniRef50_P53611
Q96GD0	UniRef50_Q96GD0
A7ZL79	UniRef50_Q8ECV0
A8GUH2	UniRef50_O05960
Q39473	UniRef50_Q41635
P0A4Y7	UniRef50_Q59281
A1S454	UniRef50_Q8EHM3
Q58540	UniRef50_Q58540
B5ZYK8	UniRef50_Q8UIH5
B4TV55	UniRef50_P21170
B1KZY3	UniRef50_C1FKZ3
Q64ZL8	UniRef50_Q8A255
Q8BHN0	UniRef50_Q8BHN0
A6T5I7	UniRef50_A4W7B5
A0QZ13	UniRef50_A0QZ13
A9MFP1	UniRef50_Q5PL48
A1WC04	UniRef50_Q8XVI9
B2VIQ9	UniRef50_A7MKY0
A1AVD5	UniRef50_Q6D7Z5
A3CMU4	UniRef50_Q9CFC2
P50465	UniRef50_Q6D7H0
E3G5B9	UniRef50_E3G5B9
C1FPB2	UniRef50_Q97HD0
Q9S757	UniRef50_Q9S757
B2V167	UniRef50_B2UNW0
Q9G2W9	UniRef50_Q9G2W9
Q6G6B2	UniRef50_A9JQL9
A0RP26	UniRef50_Q9PPB4
P03484	UniRef50_P06820
A5D1P4	UniRef50_A4J4E2
O31214	UniRef50_O31214
B6IU54	UniRef50_A6WXW1
Q8ZMH3	UniRef50_Q8ZMH3
Q0KB67	UniRef50_Q0KB67
Q89AU3	UniRef50_Q89AU3
B1YA64	UniRef50_Q5JJE8
Q0BYP8	UniRef50_Q0AMI8
A7H783	UniRef50_Q9WYD1
Q0AYR3	UniRef50_Q0AYR3
A3Q124	UniRef50_A0QX88
B1AIZ3	UniRef50_B5ZBG4
Q89AB2	UniRef50_Q89AB2
P0C1B3	UniRef50_P0C1B3
A4XUX3	UniRef50_Q820Q4
B7L836	UniRef50_B1LPS5
Q8EWC5	UniRef50_Q8EWC5
A9BUJ5	UniRef50_A7ZUE7
A1B962	UniRef50_B0T8J6
A3NSK7	UniRef50_O66773
Q5HME0	UniRef50_Q49Z29
A3PZ71	UniRef50_A0QWT3
Q1MGM6	UniRef50_Q8RT67
W5U2K2	UniRef50_W5U2K2
Q8XHG1	UniRef50_Q8XHG1
B1J0S5	UniRef50_Q83L76
A3LV40	UniRef50_Q6CUI6
P24670	UniRef50_P58687
Q8CV87	UniRef50_O31465
P66724	UniRef50_Q5F776
Q5YRY1	UniRef50_Q44428
Q7V2Q8	UniRef50_Q7V2Q8
P35816	UniRef50_O88483
A2SEL8	UniRef50_Q0K7S4
P42966	UniRef50_P42966
Q58FL6	UniRef50_Q4WUL6
C3K8X4	UniRef50_Q9Z3Z6
P07997	UniRef50_P22557
A7I472	UniRef50_A3CRE5
P0A7D4	UniRef50_Q9KNX8
B5YFT8	UniRef50_P64258
D4DIV0	UniRef50_D4ATD1
A3NWN4	UniRef50_Q8XZJ3
Q97GL0	UniRef50_Q97GL0
Q8PU77	UniRef50_O58429
O50519	UniRef50_O50519
Q2RVU7	UniRef50_Q163J4
Q54VA2	UniRef50_Q54VA2
P45541	UniRef50_P45541
A9BNK7	UniRef50_A2SDF8
A1AN85	UniRef50_P80244
Q97QL3	UniRef50_Q8DPP2
Q6UWR7	UniRef50_Q6UWR7
B4SXD6	UniRef50_Q7MY37
Q83AP0	UniRef50_B6J330
F1R983	UniRef50_F1R983
Q9PMD8	UniRef50_Q9PMD8
P64232	UniRef50_Q89L21
Q6D4L1	UniRef50_A1JMC0
Q3SVA1	UniRef50_Q89T55
Q3J713	UniRef50_Q5E3U6
A5DSB4	UniRef50_A5DSB4
B7IA66	UniRef50_Q6F7N4
Q9YDD2	UniRef50_Q9YDD2
A1KS00	UniRef50_Q9JXS6
A0ALT7	UniRef50_Q035B2
Q4WAW6	UniRef50_Q4WAW6
Q03ME3	UniRef50_P17086
Q4QKR3	UniRef50_A9M251
A4TRT4	UniRef50_Q65Q29
Q7W2J0	UniRef50_Q0AE55
A0KKE6	UniRef50_A0KKE6
Q1JA95	UniRef50_P0DB02
Q47HH8	UniRef50_A6SY03
Q8UFF4	UniRef50_Q8UFF4
B1JSA8	UniRef50_Q9KTW4
Q6CLS0	UniRef50_O74477
P87113	UniRef50_P87113
A5VRI5	UniRef50_A1UTD3
P28430	UniRef50_P00877
Q5F3W5	UniRef50_Q9EQQ0
P48872	UniRef50_O47694
P17801	UniRef50_P17801
A6U285	UniRef50_O34634
B7L546	UniRef50_Q32JE0
A0MD28	UniRef50_Q04561
Q8N5S9	UniRef50_Q8N5S9
B9DX63	UniRef50_P50001
E2IUA6	UniRef50_E2IUA6
Q65HU3	UniRef50_P10728
A7MY61	UniRef50_A4Y8D7
C4Z1I4	UniRef50_Q81XT3
B0XRY3	UniRef50_P29292
Q2NZX9	UniRef50_Q9PA87
Q2GAJ2	UniRef50_Q7CWE8
B1YSH7	UniRef50_Q13XA4
A6QKG1	UniRef50_Q4A049
Q1IDE6	UniRef50_Q87YC5
Q6Z6L4	UniRef50_Q6Z6L4
B1VSH7	UniRef50_Q9X853
Q9ZL42	UniRef50_Q9ZL42
Q9EPU0	UniRef50_Q92900
A9MPV6	UniRef50_A9MPV6
Q7VZ72	UniRef50_Q9JY86
P08541	UniRef50_P36511
Q0SES0	UniRef50_Q0SES0
B5EWY2	UniRef50_Q83R14
Q9PET9	UniRef50_Q8P682
P53745	UniRef50_P53745
A8X6H1	UniRef50_O76360
B5FN12	UniRef50_P44306
B6H4C6	UniRef50_P05147
D8QLP9	UniRef50_A0A0A7EQR3
B3R508	UniRef50_B3R508
A7FNH9	UniRef50_Q83PC0
P44779	UniRef50_P44779
Q7V3W6	UniRef50_A2CDY7
A0KQR3	UniRef50_B3PJ74
A1K645	UniRef50_Q2KUX6
A5E8I8	UniRef50_A5E8I8
Q0S235	UniRef50_A0QVM0
A3QVN5	UniRef50_J3S820
B1XKH1	UniRef50_A0KIC3
P05342	UniRef50_P05342
A1RYM3	UniRef50_Q97WE6
Q5JFM9	UniRef50_Q5JFM9
B1KQE8	UniRef50_Q8EJR7
Q3Z5Y4	UniRef50_P18330
D1Z4I6	UniRef50_Q7SF84
B0D0N9	UniRef50_Q4PEQ0
Q3BXU3	UniRef50_D2Z026
Q9QZ39	UniRef50_Q9QZ39
P37753	UniRef50_P37753
Q7D3U0	UniRef50_Q7D3U0
Q01159	UniRef50_Q01159
Q87FR0	UniRef50_Q9KNE8
P39306	UniRef50_P75289
A0CUB5	UniRef50_P49444
A2BUE8	UniRef50_Q31D10
Q00326	UniRef50_P37702
B5XKQ6	UniRef50_Q9A0I1
B4GY79	UniRef50_Q16NX0
Q3Z0G6	UniRef50_Q8X8T4
P0A3P5	UniRef50_Q11IJ0
P52210	UniRef50_P05062
Q24QH6	UniRef50_A4XQ60
A4VXS1	UniRef50_Q48661
Q829A7	UniRef50_Q9S224
O87576	UniRef50_P23930
Q8THU2	UniRef50_Q9C4M3
C3PM93	UniRef50_Q729L7
Q1DCU1	UniRef50_Q1DCU1
Q9H0K1	UniRef50_Q8CFH6
A1RJ52	UniRef50_Q486Z0
A0Q380	UniRef50_A0Q380
Q3BM80	UniRef50_Q8P3B0
P0CC52	UniRef50_P0CC32
D7UQM5	UniRef50_D7UQM5
A6P320	UniRef50_A6P320
A6V485	UniRef50_A4XTS1
P9WPA8	UniRef50_Q8NQK7
A8AJ27	UniRef50_A6T6J6
Q8F7T9	UniRef50_Q8F7T9
A0B9X4	UniRef50_Q60382
B8F531	UniRef50_P44314
A8MAV7	UniRef50_Q8U0N7
O75818	UniRef50_O75818
P0DC83	UniRef50_Q01324
A7I010	UniRef50_P0A6C1
Q752N9	UniRef50_P07258
B9J063	UniRef50_P17921
Q8DR34	UniRef50_Q8DR34
Q7VL87	UniRef50_Q7VL87
C1KVE9	UniRef50_Q1WT34
B5FDX4	UniRef50_Q6LQ72
P59395	UniRef50_P59395
Q6N678	UniRef50_Q2KA02
C1N138	UniRef50_C1N138
Q8Z315	UniRef50_P63633
O93215	UniRef50_P03366
Q64X95	UniRef50_B2UKN1
A8FUY4	UniRef50_A4Y6J4
Q7CXI0	UniRef50_Q7CXI0
P12370	UniRef50_P12370
Q7N030	UniRef50_O52377
B4RQ67	UniRef50_Q9K0Q4
P48727	UniRef50_P62140
Q6NHS6	UniRef50_P53524
Q1R4R6	UniRef50_C5BF52
C4K781	UniRef50_Q6LQ72
Q05603	UniRef50_Q83R14
Q24574	UniRef50_Q24574
Q2YQZ2	UniRef50_Q2VYI7
A0RH38	UniRef50_Q5L084
B5Z8N3	UniRef50_O25836
Q9SH89	UniRef50_Q9SH89
Q1MMV6	UniRef50_Q2KDR4
B3H252	UniRef50_P80244
A1BIW8	UniRef50_P60804
Q2RPX0	UniRef50_Q2RPX0
A3NY34	UniRef50_Q7VXZ4
Q8X7B6	UniRef50_Q8ECV0
B5YHS4	UniRef50_B5YHS4
Q2JV13	UniRef50_Q2JV13
C4LB08	UniRef50_Q3IJC5
C3P6Y7	UniRef50_O34916
A4W699	UniRef50_Q9KPL8
Q8R1K4	UniRef50_Q8IUZ5
B4ETP0	UniRef50_Q8ZNV1
Q9B6D6	UniRef50_Q9B6D6
A4VJS3	UniRef50_Q21HH4
P0A797	UniRef50_A7ZUC9
P60295	UniRef50_Q4A0N2
A6QPM3	UniRef50_Q9NQX0
Q19768	UniRef50_Q19768
Q8KY50	UniRef50_Q8KY50
A9KW83	UniRef50_Q8EK90
Q253I8	UniRef50_Q9PJW4
O67238	UniRef50_O67238
Q5ZRL3	UniRef50_Q0K889
B7IHW7	UniRef50_B7IHW7
B3PC22	UniRef50_Q0VRI8
A4VJV1	UniRef50_Q9HY04
B8FCL0	UniRef50_B8FCL0
Q828C6	UniRef50_O88054
A0R564	UniRef50_A0R564
A6U3Z8	UniRef50_B8J4F3
O83520	UniRef50_P80244
A7GIK6	UniRef50_Q8XI62
P18276	UniRef50_P00794
B7M0Z3	UniRef50_Q8X8F1
P75070	UniRef50_P47280
Q9P735	UniRef50_O42226
A5DQ50	UniRef50_A3LNW4
C3P9I6	UniRef50_B7GFH0
P57397	UniRef50_Q7VR40
Q6D237	UniRef50_A8GI11
Q59001	UniRef50_Q59001
D0Z9R0	UniRef50_P27859
B7GH81	UniRef50_P54476
Q9Z8Q7	UniRef50_O84217
Q0AR08	UniRef50_B6ISG3
Q99P21	UniRef50_Q99P21
Q13283	UniRef50_Q13283
Q7MNU1	UniRef50_Q50983
Q189A6	UniRef50_Q8RDV3
Q1D385	UniRef50_Q1D385
A9BCY7	UniRef50_A2BNS4
B1KZ46	UniRef50_P61940
Q49Y49	UniRef50_O32033
B6J4H5	UniRef50_B7GFW3
P00687	UniRef50_P04746
A1A7I0	UniRef50_A1JJN8
Q9R098	UniRef50_Q9R098
B6I546	UniRef50_Q83CA8
B0UUJ3	UniRef50_Q9KNT4
P68530	UniRef50_P00403
A9LYH7	UniRef50_Q3V542
P57915	UniRef50_P44306
B0SM42	UniRef50_Q04U38
Q66J01	UniRef50_Q66J01
B7JW76	UniRef50_B7JW76
A3D7K1	UniRef50_P41121
Q83C93	UniRef50_P45340
Q31HF9	UniRef50_Q9PGJ4
Q6RWK4	UniRef50_Q6RWK4
O93864	UniRef50_P03962
Q7WXC1	UniRef50_Q1LFZ8
Q8DLJ7	UniRef50_Q8DLJ7
A7MQT2	UniRef50_Q8X9H8
Q94702	UniRef50_Q94702
O81769	UniRef50_Q9H2P9-5
B6I275	UniRef50_Q5PL48
A6UYJ9	UniRef50_Q88CT3
Q5SKX0	UniRef50_Q5SKX0
Q9JW10	UniRef50_B2SKS0
A2XFF4	UniRef50_Q852Q0-2
A7MQL5	UniRef50_O07443
B3H0J7	UniRef50_Q5ZRJ9
Q973C7	UniRef50_Q97VW7
Q5AQJ1	UniRef50_P22864
P65564	UniRef50_P65564
Q578A0	UniRef50_Q8UFU1
Q7W8R3	UniRef50_A3MIQ6
Q9ZDE5	UniRef50_Q9ZDE5
Q7MY63	UniRef50_Q7MY63
B2DFU4	UniRef50_O93801
Q2NVV4	UniRef50_P64258
Q0BMI3	UniRef50_Q5ZXN3
Q9PEM9	UniRef50_Q8P8J4
B5ZV40	UniRef50_A6WXW1
C5D7U9	UniRef50_Q5L1E2
Q6FRW1	UniRef50_P06745
Q71VT6	UniRef50_Q9CHW5
A6UCC1	UniRef50_Q92MQ3
Q1MMY4	UniRef50_Q8L1Z7
B4T1G0	UniRef50_Q7VL73
B0UR68	UniRef50_Q89WC9
Q5L4W1	UniRef50_Q5L4W1
Q2N811	UniRef50_Q5NR75
Q66JT0	UniRef50_Q66JT0
B1W506	UniRef50_A8M609
A0A455R413	UniRef50_A0A455R413
P16507	UniRef50_P03431
O48723	UniRef50_O48723
B2SE51	UniRef50_B0TW67
Q7SBR1	UniRef50_Q7SBR1
P41248	UniRef50_P93303
B1LAA9	UniRef50_Q9WXP6
Q5F5W0	UniRef50_Q9K1H7
B0U4P1	UniRef50_Q9PEX2
A0PXP3	UniRef50_Q8Y9G0
C0RJC2	UniRef50_Q11IJ0
P20448	UniRef50_P20448
Q5UXM7	UniRef50_D3SYZ8
Q7VYB9	UniRef50_Q7WA49
Q9P8V3	UniRef50_P32964
Q9KFF9	UniRef50_Q9KFF9
A6H1S4	UniRef50_Q2JDK2
O50292	UniRef50_A0R200
B9LMH2	UniRef50_Q5V2X7
A8MC69	UniRef50_Q8ZW90
A0PLS8	UniRef50_Q73SP5
B8H9P2	UniRef50_B2GGD9
Q9VIU7	UniRef50_Q9VIU7
A2SBC3	UniRef50_A3MKP1
Q4UNK0	UniRef50_A8EX77
B7JPM4	UniRef50_A4IPB5
Q86U44	UniRef50_Q86U44
B1ILA9	UniRef50_Q609W4
A4SW75	UniRef50_B1XVN1
Q8REE1	UniRef50_P0AAG8
Q5KXT7	UniRef50_Q5KXT7
B1X9K2	UniRef50_C4ZVM2
Q6HHF6	UniRef50_Q81P62
B1XT37	UniRef50_B1XT37
Q7WJ78	UniRef50_Q7VYB4
P0CAZ1	UniRef50_P0CAZ1
Q96YM5	UniRef50_Q96YM5
Q146K3	UniRef50_Q146K3
Q1J8N2	UniRef50_A8FGU0
Q8FMR1	UniRef50_Q7VUN6
Q7NQE7	UniRef50_Q6FF89
C3NES3	UniRef50_Q9UWY8
A5IM27	UniRef50_Q9X1P2
B1LML3	UniRef50_Q8XBL0
Q05902	UniRef50_Q05902
Q1RD37	UniRef50_P75957
Q6FNY7	UniRef50_P21951
P66727	UniRef50_Q49WZ2
P0DPS8	UniRef50_P0DPS9
Q8XJQ8	UniRef50_Q97I64
Q9RTA9	UniRef50_Q9RTA9
Q9I5U5	UniRef50_Q9I5U5
P0DC97	UniRef50_Q48661
Q8Z326	UniRef50_Q8FB77
Q6GFG9	UniRef50_Q8CRU9
Q5HUR3	UniRef50_A8FLU4
P22134	UniRef50_P22134
Q9UK80	UniRef50_Q9UK80
B4TNV9	UniRef50_Q88CF3
Q9HU73	UniRef50_Q87UX4
B7JGN2	UniRef50_P22477
O52765	UniRef50_P43823
Q9SYA0	UniRef50_Q9SYA0
Q9NUD9	UniRef50_Q9NUD9
B3WDC0	UniRef50_P80860
B0D4L0	UniRef50_P0C7V7
Q253S0	UniRef50_O84333
Q31DI1	UniRef50_Q7VEK9
Q54J42	UniRef50_Q54J42
Q4L709	UniRef50_Q5HNN3
Q8NQ23	UniRef50_Q8FT24
Q1DJF0	UniRef50_Q0UWA6
Q8YPS9	UniRef50_B0JRM9
A5F3N0	UniRef50_P95458
Q8ZSY7	UniRef50_Q980S6
Q08853	UniRef50_Q08853
Q8PK00	UniRef50_Q7WGT9
B6EHX0	UniRef50_Q8EBN8
Q1IZ94	UniRef50_Q9RU68
Q6GID4	UniRef50_Q5HQK8
Q5SLS1	UniRef50_Q9RYB5
B7NKN3	UniRef50_A8AQ53
A8EVR4	UniRef50_Q7VFZ3
C0R3B8	UniRef50_A8EXA5
Q6CUB5	UniRef50_Q6CUB5
B0TND4	UniRef50_Q9KTY9
Q1MR76	UniRef50_Q72C30
Q03T07	UniRef50_Q03T07
A7H910	UniRef50_Q0ALX9
P41242	UniRef50_P41242
Q2YB47	UniRef50_Q2YB47
Q04LL8	UniRef50_Q5XCM3
P78010	UniRef50_P47670
Q2JFI4	UniRef50_A8M538
B2TW63	UniRef50_A4XV08
Q8ZN28	UniRef50_Q8XA45
Q9CWQ3	UniRef50_Q9CWQ3
P9WPX7	UniRef50_P0A4Z7
A3MN86	UniRef50_Q5NXR4
Q5ALX8	UniRef50_P49435
Q8FZQ3	UniRef50_Q89FV8
B7JH21	UniRef50_B7GHS8
Q7N3U5	UniRef50_Q7N3U5
Q04C57	UniRef50_Q8YAD4
Q5P4B9	UniRef50_Q2Y7I8
A3N181	UniRef50_Q9KNX8
Q400K2	UniRef50_Q400K2
B6JM82	UniRef50_O25529
A5D3W2	UniRef50_A5D3W2
A1TLL6	UniRef50_A1WLP4
P36775	UniRef50_P36775
Q97F61	UniRef50_Q72BL2
C1CA87	UniRef50_Q8DVX4
A8AK34	UniRef50_Q8XE76
D5HB86	UniRef50_D5HB86
O59939	UniRef50_O59939
A4JGC0	UniRef50_B2JDL8
A2BZ00	UniRef50_A2BZ00
B3QED3	UniRef50_Q9A5E1
A0R9G6	UniRef50_Q8Y6J9
Q9Z7P3	UniRef50_P26623
Q5P4P2	UniRef50_A1KCQ1
B5ZPY7	UniRef50_Q9ZFA7
Q659L0	UniRef50_Q9Y231
B0VQI5	UniRef50_Q88LX0
P44986	UniRef50_Q4QLQ1
Q8BTJ4	UniRef50_Q8BTJ4
Q2RHT7	UniRef50_Q9ZDE5
Q9MIY7	UniRef50_P00403
Q32GM1	UniRef50_P09385
Q9ZD90	UniRef50_Q9ZD90
A7N0W0	UniRef50_Q87KJ4
A9KZ80	UniRef50_Q8EHK4
A3D8R8	UniRef50_P57821
A3M3F1	UniRef50_Q55054
Q64NJ7	UniRef50_Q2S1Q5
P15713	UniRef50_P15713
C1AMG5	UniRef50_Q7U0H2
A6UX30	UniRef50_Q58234
B7N1L1	UniRef50_Q8Z2B3
Q87SX6	UniRef50_Q8ZBP3
B1JHJ1	UniRef50_Q7MLR5
Q1C4D5	UniRef50_Q605A0
P43828	UniRef50_Q5ZRJ9
A1VJY2	UniRef50_Q12FJ6
A8N339	UniRef50_A8N339
Q183I0	UniRef50_Q74CZ3
Q65EG2	UniRef50_O35006
Q00527	UniRef50_O78749
B1LKK6	UniRef50_P0A6G6
A8A0H5	UniRef50_A5F2S7
Q6INN8	UniRef50_Q9Y3Z3
A1JJT5	UniRef50_B2VFZ6
B2U560	UniRef50_Q89VC7
Q98G36	UniRef50_Q6N0L9
Q603C9	UniRef50_Q9PFT5
P49237	UniRef50_P49237
P64113	UniRef50_Q820T1
Q97CS3	UniRef50_O74110
V5XZU2	UniRef50_C5NN19
P08395	UniRef50_P08395
C1AZF5	UniRef50_Q0S442
Q8NWU7	UniRef50_Q2G2M2
P09606	UniRef50_P09606
Q01Z81	UniRef50_P80858
Q9P6R5	UniRef50_Q9P6R5
Q8DXW0	UniRef50_Q93M42
Q9JU09	UniRef50_Q9JZ14
Q2YL15	UniRef50_Q8YCK1
B1X8W7	UniRef50_Q7UC63
B5R2S1	UniRef50_Q9KRY1
P58424	UniRef50_P78055
A1T884	UniRef50_A0QWH6
Q33528	UniRef50_O03042
B7N2I5	UniRef50_Q8XAX4
Q253Q1	UniRef50_Q9Z9G7
Q5M6J5	UniRef50_P12043
Q9QBZ1	UniRef50_P03366
P65745	UniRef50_Q89WY0
B7LLF2	UniRef50_A4WCV2
Q5WUB9	UniRef50_Q5ZT36
Q8DYL0	UniRef50_P20964
Q5ZIZ2	UniRef50_Q6GMV2
Q9FGY9	UniRef50_Q9FGY9
Q42472	UniRef50_Q42521
B4F0S0	UniRef50_B4F0S0
P34843	UniRef50_P34843
F4HPZ9	UniRef50_F4HPZ9
B2SJ67	UniRef50_B2SJ67
Q8E080	UniRef50_Q8DT53
P16301	UniRef50_P16301
Q8ZEF0	UniRef50_Q8ZEF0
B5BA30	UniRef50_Q8ZPS5
Q42870	UniRef50_Q42870
Q72RZ8	UniRef50_Q04TB2
Q8FTM1	UniRef50_Q49900
Q9Y8T0	UniRef50_Q9Y8T0
O25026	UniRef50_O25026
Q8DBE4	UniRef50_Q9KPX0
O68638	UniRef50_O68638
B7VBJ0	UniRef50_Q8Z887
Q2GXG8	UniRef50_Q2GXG8
Q1AXT0	UniRef50_Q2GJX4
Q9LKC3	UniRef50_P11650
O21001	UniRef50_O47434
Q39FQ7	UniRef50_Q82XV4
Q7WFS4	UniRef50_Q7WFS4
Q8ZKZ9	UniRef50_Q8ZKZ9
Q7V9H9	UniRef50_Q7V9H9
Q5BK46	UniRef50_O70338
Q2FYV2	UniRef50_Q49XB7
Q4UWU6	UniRef50_Q21ZZ9
P60476	UniRef50_O82827
Q9X7F1	UniRef50_Q04513
Q8P9P1	UniRef50_Q9PBC8
Q73H48	UniRef50_Q5GS35
Q03LI0	UniRef50_Q5XD01
Q8Y708	UniRef50_O32039
Q725C1	UniRef50_O86131
Q8VYJ1	UniRef50_Q8VYJ1
A0LRI8	UniRef50_A4FPT4
P64146	UniRef50_Q5HRN9
Q58644	UniRef50_Q58644
Q9V1H8	UniRef50_Q8U0A7
B0CLL1	UniRef50_Q89L02
P43745	UniRef50_P43745
P65748	UniRef50_P65749
A6LNA3	UniRef50_A7HNX2
P0C7J2	UniRef50_B0RVK5
B6H6F3	UniRef50_B6H6F3
Q8ZKB0	UniRef50_Q83IK0
Q985W1	UniRef50_P43807
C0QSI8	UniRef50_B2VAA6
P11080	UniRef50_P50909
Q3BCQ8	UniRef50_P51580
O32272	UniRef50_O32272
B4STR2	UniRef50_B2SM82
Q9QXE2	UniRef50_Q9QXE2
A4H7A3	UniRef50_Q386E7
Q7VSN1	UniRef50_Q7WEV2
Q5HEB7	UniRef50_Q49Z31
A7MB74	UniRef50_Q06226
Q8KTR0	UniRef50_Q8KTR0
A1ABR4	UniRef50_Q8ZPU1
Q0TA67	UniRef50_Q8ZAQ8
C3NHQ1	UniRef50_Q97ZH6
P57333	UniRef50_P57333
A1T5G2	UniRef50_A1R1M6
B3PTU7	UniRef50_Q89FV8
O49230	UniRef50_P49333
