Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
A0QUW9,UniRef50_C3PFU9,6.3.5.-,Bacteria,AFP38774.1
Q65HJ2,UniRef50_P54523,2.2.1.7,Bacteria,AAU41472.1
Q3SRE4,UniRef50_A1B497,7.1.1.-,Bacteria,ABA05147.1
C0Q069,UniRef50_O52325,2.1.2.13; 1.1.1.305,Bacteria,ACN45573.1
Q65JH8,UniRef50_P32732,5.4.99.25,Bacteria,AAU23426.2
Q88X60,UniRef50_Q97MT8,2.7.1.25,Bacteria,CCC78727.1
P0A1G9,UniRef50_P03007,2.7.7.7,Bacteria,AAC44792.1
B0TAY4,UniRef50_B0TAY4,3.1.3.5,Bacteria,ABZ85095.1
P08337,UniRef50_P08337,3.6.1.55,Bacteria,AAA24620.1
Q5FWF5,UniRef50_Q5FWF5,2.3.1.-,Eukaryota,ACA05989.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR92507.1
Q3K7W9,UniRef50_Q9PCC3,6.3.4.20,Bacteria,ABA76135.1
B9MF68,UniRef50_Q8Y1M4,5.4.3.8,Bacteria,ACM34338.1
C1C649,UniRef50_Q1JG11,2.4.1.227,Bacteria,ACO16386.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91361.1
B7ISJ0,UniRef50_P42084,3.5.2.7,Bacteria,ACK97167.1
Q97CG6,UniRef50_Q97CG6,3.1.26.4,Archaea,BAB59277.1
P9WF97,UniRef50_P64926,3.1.-.-,Bacteria,CCP44782.1
A9SMC8,UniRef50_Q38814,2.4.2.60,Eukaryota,EDQ67630.1
G5ECC7,UniRef50_G5ECC7,3.4.19.12,Eukaryota,CAB03026.2
Q6M0K7,UniRef50_Q57834,6.1.1.1,Archaea,CAF29819.1
A3CZX1,UniRef50_Q8EEU3,6.3.2.-,Bacteria,ABN60034.1
O08701,UniRef50_O08701,3.5.3.1,Eukaryota,BAA13183.1
Q8Z2H9,UniRef50_Q9X6M5,2.7.4.8,Bacteria,CAD03253.1
B1YLE1,UniRef50_P12783,2.7.2.3,Bacteria,ACB61846.1
Q57M54,UniRef50_O52327,2.4.2.43,Bacteria,AAX66208.1
Q5D892,UniRef50_Q5D892,3.6.4.13; 3.6.4.12,Eukaryota,ANM64007.1
A5U4P1,UniRef50_Q7VEN5,3.4.11.1; 3.4.11.10,Bacteria,ABQ73991.1
A7H575,UniRef50_B3QSB4,6.3.2.1,Bacteria,ABS43611.1
A9VIS9,UniRef50_Q9K8H3,3.6.1.9,Bacteria,ABY45459.1
O95476,UniRef50_O95476,3.1.3.16,Eukaryota,EAW90235.1
Q669D0,UniRef50_Q6D7W1,4.2.1.113,Bacteria,CAH21795.1
Q8X4S5,UniRef50_Q8ZMJ9,5.3.1.13,Bacteria,BAB36987.1
O81007,UniRef50_O81007,2.4.-.-,Eukaryota,AAC32437.1
B3ERE1,UniRef50_B3ERE1,3.1.3.11,Bacteria,ACE05793.1
P22087,UniRef50_P22087,2.1.1.-,Eukaryota,AAP35476.1
P42906,UniRef50_P42906,3.5.1.-,Bacteria,AAA57938.1
Q83LW9,UniRef50_P37001,2.3.1.251,Bacteria,AAN42294.1
B0K5F4,UniRef50_Q8R7T1,6.1.1.17,Bacteria,ABY92147.1
B5BAN9,UniRef50_P45011,2.4.1.182,Bacteria,CAR58342.1
P11245,UniRef50_P11245,2.3.1.5,Eukaryota,ABC26042.1
C1CFK0,UniRef50_Q97PI4,6.1.1.3,Bacteria,ACO19697.1
B8N6H2,UniRef50_B8MBN3,2.1.1.17,Eukaryota,EED54233.1
B1YB53,UniRef50_Q8ZU99,2.7.2.-,Archaea,ACB40753.1
Q68Y01,UniRef50_Q9ZEE1,2.7.11.32; 2.7.4.27,Bacteria,AAU03491.1
P34960,UniRef50_P39900,3.4.24.65,Eukaryota,BAC40913.1
A4W9I2,UniRef50_P43911,2.7.9.3,Bacteria,ABP60362.1
P61717,UniRef50_Q9KPU4,2.5.1.78,Bacteria,BAB33891.1
Q5HPY1,UniRef50_O34328,2.7.4.8,Bacteria,AAO60566.1
Q9LZX6,UniRef50_Q9LZX6,4.3.3.7,Eukaryota,CAB45642.1
B5FFS9,UniRef50_Q9XCA1,5.1.3.20,Bacteria,ACH64831.1
B9K6Y6,UniRef50_Q9WXZ2,2.3.1.234,Bacteria,ACM22719.1
Q2JTX2,UniRef50_Q7NP63,2.2.1.7,Bacteria,ABC99857.1
Q9VHS8,UniRef50_Q02748,3.6.4.13,Eukaryota,AFH89818.1
Q9ERS6,UniRef50_P59823,3.2.2.6,Eukaryota,CAC10559.1
P49469,UniRef50_P56304,6.6.1.1,Eukaryota,CAA91677.1
Q47YJ8,UniRef50_Q3IE60,5.3.1.1,Bacteria,AAZ27096.1
Q8N2K1,UniRef50_Q8N2K1,2.3.2.23,Eukaryota,BAF84624.1
B7VT10,UniRef50_Q8EKF2,4.1.99.12,Bacteria,CAV27265.1
Q51758,UniRef50_Q53547,3.1.1.1,Bacteria,BAA00727.1
Q9N4D9,UniRef50_Q9N4D9,2.1.1.244,Eukaryota,CCD68263.1
P18014,UniRef50_P18014,2.3.2.27,Bacteria,AAW64892.1
B2TZI8,UniRef50_Q83JY3,2.1.1.77,Bacteria,ACD09451.1
O80575,UniRef50_O80575,2.5.1.78,Eukaryota,AAK93590.1
Q4UJV4,UniRef50_Q92G23,2.3.1.37,Bacteria,AAY62185.1
Q9SHJ8,UniRef50_Q9SHJ8,3.1.2.-,Eukaryota,BAD95058.1
Q0WDR2,UniRef50_Q3IK75,2.8.4.3,Bacteria,CAL21243.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89268.1
Q8X8J4,UniRef50_P21151,2.3.1.16,Bacteria,BAB38196.1
C0QZK3,UniRef50_C0QZK3,2.5.1.19,Bacteria,ACN83291.1
B8EDW0,UniRef50_Q07VT4,2.1.1.170,Bacteria,ACK48786.1
P37702,UniRef50_P37702,3.2.1.147; 3.2.1.21,Eukaryota,CAH40811.1
A9AFZ5,UniRef50_A1TLM4,7.1.1.-,Bacteria,BAG44123.1
Q8PSV9,UniRef50_Q2FPJ4,6.1.1.5,Archaea,AAM32663.1
Q136B9,UniRef50_Q3SRI7,6.1.1.17,Bacteria,ABE40070.1
P60785,UniRef50_Q7VL73,3.6.5.n1,Bacteria,AAA24063.1
B8E0U2,UniRef50_B8E0U2,3.6.1.9,Bacteria,ACK42679.1
Q1QU77,UniRef50_A4XWR1,2.1.1.77,Bacteria,ABE59981.1
Q2NEH8,UniRef50_Q57609,3.5.4.29,Archaea,ABC57775.1
A0KV89,UniRef50_A0KV89,2.1.1.61; 1.5.-.-,Bacteria,ABK47708.1
Q6TYB1,UniRef50_Q6TYB1,3.5.1.-,Bacteria,AAN17773.1
B8F5N0,UniRef50_P44955,3.2.1.52,Bacteria,ACL32632.1
B7N2I5,UniRef50_Q8XAX4,3.6.3.-,Bacteria,CAR10556.2
Q0TL78,UniRef50_P57339,2.4.2.22,Bacteria,ABG68303.1
Q5HNT4,UniRef50_A6LSF8,3.1.-.-,Bacteria,AAW54545.1
Q43127,UniRef50_Q43127,6.3.1.2,Eukaryota,BAB09304.1
A9QYX8,UniRef50_A1SST6,6.1.1.12,Bacteria,ABX87416.1
Q5T013,UniRef50_Q5T013,5.3.1.22,Eukaryota,AAG59853.1
Q63150,UniRef50_Q14117,3.5.2.2,Eukaryota,AAH81768.1
Q0SQG5,UniRef50_A6LPT2,2.7.4.3,Bacteria,ABG87513.1
Q2FHG4,UniRef50_Q49X62,2.7.7.8,Bacteria,ABD21358.1
Q8P9S8,UniRef50_Q9PGR7,4.1.1.11,Bacteria,AAM41060.1
P11150,UniRef50_P11150,3.1.1.3,Eukaryota,CAA30188.1
P40081,UniRef50_P40081,3.1.3.48,Eukaryota,AAC03232.1
B2I9J3,UniRef50_B2SVN5,4.2.1.20,Bacteria,ACB92087.1
C3N1G8,UniRef50_Q97UB2,4.2.1.9,Archaea,ACP56195.1
A0QWY2,UniRef50_A4F9B0,2.5.1.141,Bacteria,ABK73711.1
A0A0R8YWJ7,UniRef50_A0A0R8YWJ7,2.3.1.-,Eukaryota,ALA62323.2
P27435,UniRef50_Q15661,3.4.21.59,Eukaryota,AAB48263.1
P61085,UniRef50_P61086,2.3.2.23,Eukaryota,AAI42325.1
Q6Z2X6,UniRef50_O82139,5.4.99.8,Eukaryota,BAD10254.1
P02919,UniRef50_P02919,2.4.1.129; 3.4.16.4,Bacteria,CAA26098.1
B1JEN1,UniRef50_Q6FE58,2.4.2.9,Bacteria,ACA74923.1
Q8VZI8,UniRef50_Q8VZI8,3.4.24.-,Eukaryota,AAM70517.1
A6T510,UniRef50_Q8ZRM2,3.1.2.6,Bacteria,ABR75681.1
Q5F9W4,UniRef50_Q9K0B7,2.1.1.182,Bacteria,AAW89023.1
Q9DC28,UniRef50_P48730,2.7.11.1; 2.7.11.26,Eukaryota,BAE31444.1
Q9Y5Z6,UniRef50_Q9Y5Z6,2.4.1.86,Eukaryota,AAY15002.1
Q15120,UniRef50_Q15120,2.7.11.2,Eukaryota,EAW99019.1
P29293,UniRef50_P10323,3.4.21.10,Eukaryota,AAH97345.1
C0Z769,UniRef50_C0Z769,7.1.1.-,Bacteria,BAH46418.1
Q06850,UniRef50_Q06850,2.7.11.1,Eukaryota,AAA32761.1
P06561,UniRef50_Q8ECV0,4.2.1.20,Bacteria,CAA28627.1
Q8CEC6,UniRef50_Q96BP3,5.2.1.8,Eukaryota,AAI19311.1
Q8G155,UniRef50_P29935,2.4.2.21,Bacteria,AAN29795.1
A7I0N8,UniRef50_Q9JZG1,2.3.3.13,Bacteria,ABS52308.1
P37967,UniRef50_P37967,3.1.1.-,Bacteria,CAB15444.1
P56421,UniRef50_Q9ZL45,2.7.7.75,Bacteria,AAD07849.1
Q1JKC7,UniRef50_Q9RTA9,6.3.5.7,Bacteria,ABF32696.1
A1XFU6,UniRef50_Q33C47,2.7.7.6,Eukaryota,ABC60449.1
Q9PIR7,UniRef50_Q9PIR7,2.6.1.11,Bacteria,CAL34382.1
C0ZUX9,UniRef50_Q6YZE2,5.4.3.8,Bacteria,BAH32374.1
B7GGF3,UniRef50_P71018,2.3.1.274,Bacteria,ACJ34135.1
Q05609,UniRef50_Q05609,2.7.11.1,Eukaryota,AED90648.1
Q831F5,UniRef50_Q8Y4A7,2.7.1.21,Bacteria,AAO82267.1
A8GKB8,UniRef50_Q7MZB5,4.1.3.40,Bacteria,ABV43558.1
C1C6A5,UniRef50_P56878,2.5.1.6,Bacteria,ACO16598.1
P63488,UniRef50_O06491,6.3.5.7,Bacteria,BAB58062.1
Q4FTX0,UniRef50_A4VNX4,2.1.1.192,Bacteria,AAZ18538.1
P17562,UniRef50_Q9SJL8,2.5.1.6,Eukaryota,AAA32869.1
Q8F9E4,UniRef50_Q72VT0,4.1.1.49,Bacteria,AAN47450.1
P13667,UniRef50_P13667,5.3.4.1,Eukaryota,AAH00425.1
A4VLW2,UniRef50_Q8K9Q8,2.8.1.13,Bacteria,ABP79963.1
Q8EFF5,UniRef50_Q8EFF5,2.7.4.3,Bacteria,AAN55068.1
Q9SMY7,UniRef50_Q9SMY7,3.1.1.11,Eukaryota,AAK55695.1
A1BI65,UniRef50_Q93RD9,3.1.1.96,Bacteria,ABL66092.1
Q12974,UniRef50_Q12974,3.1.3.48,Eukaryota,EAX07582.1
O14757,UniRef50_O14757,2.7.11.1,Eukaryota,BAG61665.1
Q5F3F2,UniRef50_Q5VVJ2,3.4.19.-,Eukaryota,CAH65332.1
Q9C037,UniRef50_Q9C037,2.3.2.27,Eukaryota,EAL23865.1
Q8DWW6,UniRef50_Q8CWW3,3.6.4.12,Bacteria,AAN00954.1
Q2ST47,UniRef50_Q6MRX5,2.7.7.6,Bacteria,ABC01241.1
Q8GZU0,UniRef50_Q8GZU0,2.3.1.-,Eukaryota,AAO13736.1
P46394,UniRef50_P46394,3.6.4.12,Bacteria,CAA17949.1
P06834,UniRef50_O93884,2.2.1.3,Eukaryota,CAA26276.2
B1GZ43,UniRef50_B1GZ43,6.1.1.7,Bacteria,BAG13525.1
Q8XDZ7,UniRef50_P76213,3.1.25.-,Bacteria,AAG56727.1
A8G2V5,UniRef50_Q31792,7.1.1.-,Bacteria,ABV49936.1
Q84KK4,UniRef50_Q29U70,2.1.1.46; 2.1.1.212,Eukaryota,BAC58013.1
O14802,UniRef50_O14802,2.7.7.6,Eukaryota,AAH41089.1
Q2FJ29,UniRef50_Q5WB34,6.1.1.19,Bacteria,ABD22541.1
P00481,UniRef50_P00480,2.1.3.3,Eukaryota,AAA41768.1
O31435,UniRef50_O31435,2.7.11.1,Bacteria,BAA33101.1
P0A4Z5,UniRef50_Q9KXQ6,4.2.3.4,Bacteria,SIU01184.1
B1IXT0,UniRef50_Q0T2M6,2.4.2.43,Bacteria,ACA77056.1
Q5H5R1,UniRef50_A6W0Y1,2.8.1.6,Bacteria,AAW73709.1
Q9AHF0,UniRef50_Q7M523,3.5.99.7,Bacteria,AAK28496.1
Q8ZJI3,UniRef50_Q8ZJI3,2.8.1.1,Bacteria,AAS60403.1
Q9L9F3,UniRef50_Q9F8T9,2.1.1.284,Bacteria,AAF67508.2
P57791,UniRef50_Q9Y256,3.4.22.-,Eukaryota,BAB28566.1
Q2LW77,UniRef50_Q89WV5,6.2.1.1,Bacteria,ABC78335.1
C6DAW3,UniRef50_Q7N3Q9,2.4.2.43,Bacteria,ACT13947.1
Q8WN60,UniRef50_P03950,3.1.27.-,Eukaryota,AAL61652.1
P37702,UniRef50_P37702,3.2.1.147; 3.2.1.21,Eukaryota,CAH40804.1
A6U2G6,UniRef50_Q2FG38,2.1.3.15,Bacteria,ABR52634.1
A9EUF9,UniRef50_A9EUF9,4.1.1.11,Bacteria,CAN91095.1
O28275,UniRef50_A5ULW4,4.1.1.11,Archaea,AAB89250.1
B7MWU2,UniRef50_Q9S5G4,5.3.1.16,Bacteria,CAR08558.2
Q9HXM1,UniRef50_Q9HXM1,3.5.1.-,Bacteria,AAG07161.1
A9CFX5,UniRef50_Q8D2A1,2.8.1.6,Bacteria,AAK89428.1
P60785,UniRef50_Q7VL73,3.6.5.n1,Bacteria,BAA10916.1
Q9LPS1,UniRef50_Q9LPS1,2.7.1.1,Eukaryota,AAL67011.1
P15907,UniRef50_P15907,2.4.99.1,Eukaryota,AAH31476.1
P67540,UniRef50_A6WXV3,2.1.2.3; 3.5.4.10,Bacteria,AEM19128.1
Q8R9A4,UniRef50_Q97GK4,6.1.1.3,Bacteria,AAM24913.1
A5F4E2,UniRef50_Q8ZAP9,2.8.1.10,Bacteria,ACP08143.1
A7H2V9,UniRef50_Q0P9K4,3.5.1.18,Bacteria,ABS44439.1
Q00493,UniRef50_Q00493,3.4.17.10,Eukaryota,CAA43550.1
P35575,UniRef50_P35575,3.1.3.9,Eukaryota,BAG36695.1
O80898,UniRef50_O80898,2.4.1.-,Eukaryota,AAC25943.1
P25389,UniRef50_P25389,2.7.11.1,Eukaryota,DAA07461.1
A1KI72,UniRef50_P65671,2.7.7.4,Bacteria,CAL71331.1
Q39ZC4,UniRef50_Q746S4,7.1.1.-,Bacteria,ABB30400.1
P18485,UniRef50_Q9SAR0,4.4.1.14,Eukaryota,AAA81580.1
A5CW96,UniRef50_Q57396,3.6.4.12,Bacteria,BAF61786.1
A6H7A0,UniRef50_A6H7A0,3.4.22.-,Eukaryota,AAI46168.1
Q04G60,UniRef50_Q04G60,2.7.7.6,Bacteria,ABJ56562.1
Q8G7Z8,UniRef50_A1A2L6,5.1.1.3,Bacteria,AAN23951.1
Q4U2R1,UniRef50_Q4U2R1,2.3.2.26,Eukaryota,AAH44667.1
Q6QUY8,UniRef50_Q6QUY8,4.2.1.108,Bacteria,AAS02096.1
Q86U44,UniRef50_Q86U44,2.1.1.348,Eukaryota,AAB71850.1
Q6Z2X6,UniRef50_O82139,5.4.99.8,Eukaryota,AAF03375.1
A9R087,UniRef50_Q8FA49,6.3.1.20,Bacteria,ABX87880.1
Q8INF0,UniRef50_Q8INF0,4.6.1.2,Eukaryota,AAF55135.5
A8GES6,UniRef50_A8GES6,4.3.1.18,Bacteria,ABV41616.1
Q6GND7,UniRef50_Q8N8N0,2.3.2.27,Eukaryota,AAH73577.1
Q74C79,UniRef50_Q74C79,2.7.7.56,Bacteria,AAR35172.1
O19914,UniRef50_O19914,4.1.3.27,Eukaryota,AAB82675.1
B9DYU5,UniRef50_B9DYU5,6.3.4.20,Bacteria,BAH05420.1
A2QWW0,UniRef50_A7EAY2,3.6.4.13,Eukaryota,CAK96962.1
P24851,UniRef50_P24851,3.6.4.-,Viruses,AAB24090.2
Q9CQG2,UniRef50_Q86W50,2.1.1.348; 2.1.1.346,Eukaryota,BAE26574.1
Q34345,UniRef50_Q9MIY8,7.1.1.9,Eukaryota,AAA69804.2
B5BIV6,UniRef50_Q88CF3,5.1.1.7,Bacteria,CAR61805.1
Q9VUY9,UniRef50_Q9VUY9,5.4.2.2,Eukaryota,AAG44915.1
Q135R4,UniRef50_Q8UGU0,2.7.7.-; 2.7.7.n1,Bacteria,ABE40175.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP90958.1
P16861,UniRef50_P16861,2.7.1.11,Eukaryota,CAA61193.1
P9WP30,UniRef50_Q9CBS0,6.3.2.4,Bacteria,AAK47388.1
Q8S1X8,UniRef50_Q8S1X8,2.4.-.-,Eukaryota,BAS75996.1
Q5HN29,UniRef50_P56255,3.6.4.12,Bacteria,AAW54831.1
Q87FR0,UniRef50_Q9KNE8,2.4.1.18,Bacteria,BAC62961.1
O60911,UniRef50_P07154,3.4.22.43,Eukaryota,BAA25909.1
Q9R3D1,UniRef50_P08308,2.1.3.3,Bacteria,CAA11630.1
C1CTM5,UniRef50_Q8ZKW4,6.3.1.1,Bacteria,ACO22901.1
P15374,UniRef50_P15374,3.4.19.12,Eukaryota,CAG33136.1
Q6P996,UniRef50_Q6P996,4.1.1.-,Eukaryota,AAH25366.2
Q8ZIF1,UniRef50_P45063,6.3.2.9,Bacteria,AAS63779.1
Q8CFT2,UniRef50_Q9UPS6,2.1.1.354,Eukaryota,AAH40775.1
Q8K936,UniRef50_Q8UJ04,5.4.2.7,Bacteria,AAM68065.1
O13057,UniRef50_P0DJE9,3.4.21.-,Eukaryota,BAA19977.1
Q0TP77,UniRef50_Q891U1,3.1.-.-,Bacteria,ABG83131.1
P08681,UniRef50_P08681,7.1.1.9,Eukaryota,CAA38642.1
A8YIE1,UniRef50_B0JX47,3.1.3.87,Bacteria,CAO90042.1
P14780,UniRef50_P14780,3.4.24.35,Eukaryota,BAA20967.1
Q8CTJ6,UniRef50_Q9KIN5,3.6.1.27,Bacteria,AAO04051.1
P00742,UniRef50_P00742,3.4.21.6,Eukaryota,AAH46125.1
Q5XIB3,UniRef50_Q8BGK2,3.2.-.-,Eukaryota,AAH83773.1
B6I0G2,UniRef50_B7N966,3.5.2.5,Bacteria,BAG76061.1
A6Q2R6,UniRef50_A8FLU4,2.5.1.19,Bacteria,BAF69775.1
Q9H3R1,UniRef50_O95803,2.8.2.8; 3.-.-.-; 2.8.2.-,Eukaryota,BAB18535.1
P50514,UniRef50_P50514,4.3.2.1,Eukaryota,AAA58961.1
P41376,UniRef50_P41377,3.6.4.13,Eukaryota,AAM19972.1
P27062,UniRef50_P27062,7.1.1.2,Eukaryota,AAB01588.1
Q54E29,UniRef50_Q54E29,2.7.7.79,Eukaryota,EAL61536.1
P68539,UniRef50_P14578,7.1.1.9,Eukaryota,CAA39651.1
Q9Z2C5,UniRef50_Q13496,3.1.3.95; 3.1.3.64,Eukaryota,AAH90984.1
P32363,UniRef50_A6ZW78,2.4.1.198,Eukaryota,CAA97882.1
Q47TB0,UniRef50_Q47TB0,6.1.1.19,Bacteria,AAZ54307.1
Q8JZY4,UniRef50_O15091,3.1.26.5,Eukaryota,BAE30887.1
Q828X4,UniRef50_Q828X4,7.1.1.9,Bacteria,BAC74248.1
Q07176,UniRef50_Q39023,2.7.11.24,Eukaryota,AAB41548.1
Q45894,UniRef50_P0DPI0,3.4.24.69,Bacteria,CAA61234.1
P48937,UniRef50_P56765,2.1.3.15,Eukaryota,CAA90747.1
Q1I9D2,UniRef50_Q88HA3,2.7.7.77,Bacteria,CAK15746.1
P50910,UniRef50_P24300,5.3.1.5,Bacteria,AAB32873.1
A7GCK7,UniRef50_Q2SM69,4.2.1.70,Bacteria,ABS42209.1
A9I042,UniRef50_Q2KWG1,4.6.1.17,Bacteria,CAP44012.1
B7I360,UniRef50_Q21SF7,2.7.7.6,Bacteria,ACJ39795.1
Q4WN42,UniRef50_Q4WN42,2.1.1.56,Eukaryota,EAL88622.1
P68530,UniRef50_P00403,7.1.1.9,Eukaryota,AAM08331.1
B8ZU62,UniRef50_P65866,3.1.1.29,Bacteria,CAR70337.1
Q3ZBH9,UniRef50_P33993,3.6.4.12,Eukaryota,AAI03288.1
P20966,UniRef50_P20966,2.7.1.202,Bacteria,AAC75228.1
Q9ZV87,UniRef50_Q9ZV87,2.3.1.-,Eukaryota,AAC83040.1
B8D787,UniRef50_P59465,3.2.2.27,Bacteria,ACL30002.1
C1CL11,UniRef50_Q8Y662,2.1.3.2,Bacteria,ACO20232.1
P17560,UniRef50_P51606,5.1.3.8,Eukaryota,AAS55912.1
Q9PGU3,UniRef50_Q9PGU3,6.3.2.6,Bacteria,AAF83018.1
A9A0L9,UniRef50_A9A0L9,6.5.1.2,Bacteria,ABW67519.1
Q5E968,UniRef50_P43235,3.4.22.38,Eukaryota,AAX09069.1
Q07343,UniRef50_P12252-8,3.1.4.53,Eukaryota,BAF82895.1
Q44081,UniRef50_Q44081,5.6.2.2,Bacteria,BAA11158.1
Q8NUN2,UniRef50_Q2FV22,6.3.2.1,Bacteria,BAB96382.1
Q87TS4,UniRef50_Q87TS4,2.1.1.170,Bacteria,AAO59022.1
Q10061,UniRef50_Q10061,3.6.1.3,Eukaryota,CAA92234.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89671.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89632.1
Q12316,UniRef50_Q07163,3.4.23.-; 2.7.7.49; 2.7.7.7; 3.1.26.4,Eukaryota,CAA97178.1
A7FM23,UniRef50_Q8FL31,6.3.2.1,Bacteria,ABS47537.1
Q8N428,UniRef50_Q8N428,2.4.1.41,Eukaryota,AAH36812.2
P09606,UniRef50_P09606,6.3.1.2; 2.3.1.225,Eukaryota,AAA65095.1
A1KLF8,UniRef50_A0R199,5.2.1.8,Bacteria,CAL72470.1
Q6C3P1,UniRef50_Q6C3P1,2.4.1.141,Eukaryota,CAG80325.1
Q6HLE6,UniRef50_Q2NHQ1,4.2.1.19,Bacteria,AAT59419.1
Q9Y2C3,UniRef50_Q9Y2C3,2.4.1.-,Eukaryota,AAR08910.1
Q0KB67,UniRef50_Q0KB67,2.1.1.77,Bacteria,CAJ92754.1
Q9L9G0,UniRef50_Q9L9G0,6.-.-.-,Bacteria,AAF67501.2
O48374,UniRef50_P00415,7.1.1.9,Eukaryota,AAB93609.1
Q7M9A0,UniRef50_Q2GLJ4,3.5.4.13,Bacteria,CAE10169.1
Q01516,UniRef50_Q944G9,4.1.2.13,Eukaryota,AAA33642.1
Q9NQE7,UniRef50_Q9NQE7,3.4.-.-,Eukaryota,AAC33563.1
B1LGT2,UniRef50_A8ALF1,4.1.1.11,Bacteria,ACB19700.1
Q16613,UniRef50_Q16613,2.3.1.87,Eukaryota,AAH92430.1
B5FU23,UniRef50_Q88LX0,2.5.1.55,Bacteria,ACH75415.1
Q9DBJ1,UniRef50_P18669,5.4.2.11; 5.4.2.4,Eukaryota,BAB23672.1
Q9UHL0,UniRef50_Q9UMR2,3.6.4.13,Eukaryota,AAH50360.2
B6I268,UniRef50_Q83IK0,3.6.1.-,Bacteria,BAG79985.1
C1EKE4,UniRef50_P18157,2.7.1.30,Bacteria,ACO27198.1
Q37894,UniRef50_P15132,3.2.1.-; 3.4.-.-,Viruses,CAA67661.1
Q8ZJQ2,UniRef50_Q2NQS9,2.7.4.8,Bacteria,AAS60322.1
Q92JI4,UniRef50_Q729L7,2.7.4.6,Bacteria,AAL02621.1
Q06210,UniRef50_Q06210,2.6.1.16,Eukaryota,AAY14827.1
P11217,UniRef50_P06737,2.4.1.1,Eukaryota,AAI30515.1
B3QRD2,UniRef50_Q8KAQ7,5.4.3.8,Bacteria,ACF10576.1
A4YC85,UniRef50_Q1QYZ3,2.5.1.141,Bacteria,ABP77568.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR92832.1
Q3KAU3,UniRef50_Q9KUR1,3.5.1.2,Bacteria,ABA75111.1
Q9LPC7,UniRef50_Q9LPC7,5.2.1.8,Eukaryota,AAO22696.1
Q8T3L6,UniRef50_Q8T3L6,2.3.1.39,Eukaryota,AAF49377.1
Q887B5,UniRef50_P74857,7.1.2.2,Bacteria,AAG33879.1
A7MP11,UniRef50_B7LQ85,2.7.11.33; 2.7.4.28,Bacteria,ABU77352.1
Q9S745,UniRef50_Q9S745,2.3.1.-,Eukaryota,ABZ02871.1
A0QU29,UniRef50_P65562,7.1.1.-,Bacteria,AFP38482.1
Q94JS4,UniRef50_Q94JS4,2.1.1.143,Eukaryota,AAB62809.1
Q9Y3E5,UniRef50_Q9Y3E5,3.1.1.29,Eukaryota,AAD34142.1
Q9P2J9,UniRef50_O88484,3.1.3.43,Eukaryota,EAW83048.1
C8Z951,UniRef50_P05374,2.1.1.17,Eukaryota,CAY79917.1
B0TRK1,UniRef50_Q8EEZ2,6.3.2.4,Bacteria,ABZ76419.1
Q5E6Q8,UniRef50_Q5E6Q8,2.7.4.3,Bacteria,AAW85288.1
C0Q4C6,UniRef50_Q83IN9,5.3.1.9,Bacteria,ACN48345.1
Q04AV4,UniRef50_Q5FKI5,6.1.1.21,Bacteria,ABJ58418.1
Q30XN3,UniRef50_P39771,2.1.2.-,Bacteria,ABB39563.1
Q9I434,UniRef50_Q9I434,2.6.1.37,Bacteria,AAG04699.1
P91119,UniRef50_P91119,3.1.4.17,Eukaryota,CCD61583.1
Q4R7L5,UniRef50_Q91VR5,3.6.4.13,Eukaryota,BAE00907.1
Q5FWF5,UniRef50_Q5FWF5,2.3.1.-,Eukaryota,CAH10682.1
B4RJN3,UniRef50_A3P027,4.3.2.10,Bacteria,ACF29036.1
P00903,UniRef50_P00903,2.6.1.85,Bacteria,AAA24260.1
P53684,UniRef50_P53684,2.7.11.1,Eukaryota,BAC19839.1
Q23835,UniRef50_P08144,3.2.1.1,Eukaryota,AAG45284.1
A7ZM88,UniRef50_B2U2C7,7.-.-.-,Bacteria,ABV19193.1
Q86AD9,UniRef50_Q86AD9,2.3.1.9,Eukaryota,EAL71636.1
Q00553,UniRef50_P13569,5.6.1.6,Eukaryota,AAC14011.1
Q6LNU6,UniRef50_Q87MP2,2.1.3.15,Bacteria,CAG21030.1
P06968,UniRef50_P06968,3.6.1.23,Bacteria,AAA61993.1
D7GXG5,UniRef50_D7GXG5,3.2.1.81,Bacteria,CAZ98402.1
Q9I923,UniRef50_Q03336,3.1.1.17,Eukaryota,BAA90693.1
Q5WUB9,UniRef50_Q5ZT36,3.1.11.6,Bacteria,CAH16489.1
O52788,UniRef50_O52788,2.7.10.-,Bacteria,CAA75431.1
Q14FE9,UniRef50_P00875,4.1.1.39,Eukaryota,BAE97213.1
B1IUT5,UniRef50_Q83JY2,3.1.3.5; 3.1.3.6; 3.6.1.11,Bacteria,ACA76637.1
A3FMB2,UniRef50_P08617,3.6.1.15; 3.4.22.28; 2.7.7.48,Viruses,ABN59385.1
Q9W484,UniRef50_Q9W484,3.6.4.12,Eukaryota,ABW92617.1
