Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
A5FGX2,UniRef50_Q6D2L3,1.1.5.4,Bacteria,ABQ05556.1
Q3IF36,UniRef50_Q3IF36,1.1.1.290,Bacteria,CAI87135.1
A3PI00,UniRef50_Q92YD2,1.2.1.8,Bacteria,ABN75966.1
Q4KF05,UniRef50_P04173,1.1.1.85,Bacteria,AAY91345.1
Q71Y53,UniRef50_Q8Y5U4,1.18.1.2,Bacteria,AAT04761.1
P65680,UniRef50_P65680,1.1.1.262,Bacteria,AAL52447.1
Q9ZET6,UniRef50_Q9ZET6,1.14.13.69,Bacteria,CAA09912.1
Q9ZET6,UniRef50_Q9ZET6,1.14.13.69,Bacteria,ABS70069.1
B2FJS1,UniRef50_B2FJS1,1.7.1.13,Bacteria,CAQ47664.1
Q5HRI4,UniRef50_Q5HRI4,1.20.4.4,Bacteria,AAW53573.1
Q8DMU0,UniRef50_Q7NJE8,1.5.1.5; 3.5.4.9,Bacteria,BAC07574.1
Q8Z6G1,UniRef50_Q8ZPV0,1.2.1.71,Bacteria,CAD02049.1
Q8Z6G1,UniRef50_Q8ZPV0,1.2.1.71,Bacteria,AAO68840.1
Q5PK71,UniRef50_Q8X727,1.6.1.1,Bacteria,AAV79726.1
Q6N7A6,UniRef50_Q6N7A6,1.13.11.54; 1.13.11.53,Bacteria,CAE27793.1
Q5XAX5,UniRef50_Q99YT1,1.8.4.11; 1.8.4.12,Bacteria,AAT87438.1
Q46IV6,UniRef50_Q9L4N4,1.97.1.12,Bacteria,AAZ58572.1
P37197,UniRef50_P37197,1.11.1.5,Bacteria,AAB18494.1
P37197,UniRef50_P37197,1.11.1.5,Bacteria,AAC76543.1
P37197,UniRef50_P37197,1.11.1.5,Bacteria,BAE77776.1
P35488,UniRef50_P35488,1.2.4.1,Bacteria,AAA21908.1
Q12P28,UniRef50_Q9KTK0,1.7.1.13,Bacteria,ABE54798.1
Q8UDV0,UniRef50_D0WGK0,1.1.1.86,Bacteria,AAK87773.1
Q8PLE0,UniRef50_Q4UU71,1.17.1.8,Bacteria,AAM36722.1
P22869,UniRef50_P22869,1.14.13.25,Bacteria,AAB62392.3
P22869,UniRef50_P22869,1.14.13.25,Bacteria,AAU92736.1
Q65VW2,UniRef50_Q6WRT6,1.7.99.1,Bacteria,AAU36898.1
A6VFM7,UniRef50_Q6LYQ2,1.1.1.25,Archaea,ABR65253.1
Q62JW4,UniRef50_Q82XV0,1.17.7.3,Bacteria,AAU47558.1
Q39Y29,UniRef50_P56933,1.1.1.85,Bacteria,ABB30845.1
B6EIM4,UniRef50_P51696,1.5.1.5; 3.5.4.9,Bacteria,CAQ79894.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11889.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11890.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11891.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11892.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11893.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11894.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11895.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11896.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11897.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11898.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11899.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11900.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11901.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11902.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11903.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11904.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11905.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11906.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11907.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11908.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11909.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11910.1
P61897,UniRef50_P61897,1.1.1.37,Bacteria,AAR11911.1
A1S9A4,UniRef50_A5F9G1,1.2.1.72,Bacteria,ABM00961.1
B8E5F1,UniRef50_Q8EG21,1.5.1.5; 3.5.4.9,Bacteria,ACK47240.1
Q9I5U4,UniRef50_Q9I5U4,1.1.1.262,Bacteria,AAG03982.1
Q4KEN7,UniRef50_Q4KEN7,1.7.1.17,Bacteria,AAY91463.1
Q762H5,UniRef50_Q9KH19,1.13.11.16,Bacteria,BAD10895.1
Q0TA96,UniRef50_Q8X727,1.6.1.1,Bacteria,ABG72133.1
P9WH69,UniRef50_A0QPD3,1.-.-.-,Bacteria,CCP42961.1
B6I7H1,UniRef50_Q8FFN4,1.1.5.3,Bacteria,BAG78028.1
Q0ST14,UniRef50_Q0TQG2,1.2.1.70,Bacteria,ABG85577.1
B9JLT7,UniRef50_Q8XAU5,1.-.-.-,Bacteria,ACM28651.1
B5E6K6,UniRef50_A4W460,1.18.1.2,Bacteria,ACF56155.1
Q5NGV7,UniRef50_B0TYQ6,1.11.1.21,Bacteria,AAT77112.1
Q5NGV7,UniRef50_B0TYQ6,1.11.1.21,Bacteria,CAG45354.1
A3N3C8,UniRef50_Q7VKI8,1.8.5.-,Bacteria,ABN74914.1
B1LKE8,UniRef50_Q60006,1.5.1.5; 3.5.4.9,Bacteria,ACB18105.1
B1X8G8,UniRef50_Q328L4,1.1.1.79; 1.1.1.81,Bacteria,ACB04603.1
A5GIZ3,UniRef50_Q7V586,1.3.7.2,Bacteria,CAK22908.1
B2SX19,UniRef50_Q2T1H1,1.1.1.94,Bacteria,ACD14963.1
A6L903,UniRef50_Q25QU7,1.1.1.37,Bacteria,ABR42167.1
P31891,UniRef50_P31891,1.12.99.6,Bacteria,AAA16462.1
P31891,UniRef50_P31891,1.12.99.6,Bacteria,AAP85758.1
Q9KTK0,UniRef50_Q9KTK0,1.7.1.13,Bacteria,AAF94064.1
B0CKA2,UniRef50_A6WWA8,1.4.3.5,Bacteria,ABY37532.1
Q97UA1,UniRef50_Q97UA1,1.2.1.26,Archaea,AAK43220.1
A1T7G4,UniRef50_O69282,1.1.5.4,Bacteria,ABM13114.1
Q4FRJ8,UniRef50_Q889Z8,1.14.99.60,Bacteria,AAZ19360.1
Q39YL7,UniRef50_P61435,1.3.1.98,Bacteria,ABB30657.1
P0C0G7,UniRef50_P0C0G6,1.2.1.12,Bacteria,AAK33348.1
P0C0G7,UniRef50_P0C0G6,1.2.1.12,Bacteria,AAZ50852.1
A7GMW0,UniRef50_P94498,1.8.4.8,Bacteria,ABS21468.1
Q0AXC3,UniRef50_Q0AXC3,1.1.1.94,Bacteria,ABI68631.1
Q02432,UniRef50_P26178,1.3.7.15,Bacteria,CAB38748.1
Q02432,UniRef50_P26178,1.3.7.15,Bacteria,AAF24298.1
Q02432,UniRef50_P26178,1.3.7.15,Bacteria,ABA79435.1
A0PUX3,UniRef50_Q53WH9,1.2.1.10,Bacteria,ABL06142.1
O68575,UniRef50_O68575,1.97.1.4,Bacteria,AAC05773.1
O68575,UniRef50_O68575,1.97.1.4,Bacteria,BAA34998.1
O68575,UniRef50_O68575,1.97.1.4,Bacteria,AAN59329.1
Q9RR76,UniRef50_Q9RR76,1.1.1.94,Bacteria,AAF12158.1
Q8PU50,UniRef50_Q8TQQ6,1.3.7.11,Archaea,AAM32195.1
Q93PD8,UniRef50_O52325,2.1.2.13; 1.1.1.305,Bacteria,AAK69642.1
Q93PD8,UniRef50_O52325,2.1.2.13; 1.1.1.305,Bacteria,CAH21566.1
Q9CHU6,UniRef50_P00350,1.1.1.44,Bacteria,AAK04720.1
A5CZ28,UniRef50_Q12TF9,1.2.1.41,Bacteria,BAF60775.1
Q8X7W8,UniRef50_Q8X7W8,1.14.11.-,Bacteria,AAG55176.1
Q8X7W8,UniRef50_Q8X7W8,1.14.11.-,Bacteria,BAB34305.1
Q8ZJN2,UniRef50_Q9RTU4,1.1.1.103,Bacteria,CAL18750.1
Q8ZJN2,UniRef50_Q9RTU4,1.1.1.103,Bacteria,AAM83674.1
Q8ZJN2,UniRef50_Q9RTU4,1.1.1.103,Bacteria,AAS60342.1
B7I1Q9,UniRef50_Q9K1H5,1.4.99.-,Bacteria,ACJ39569.1
Q9WZZ1,UniRef50_A5IIP4,1.1.1.267,Bacteria,AAD35970.1
C1L2Q5,UniRef50_Q71ZX3,1.4.4.2,Bacteria,CAS05121.1
Q52438,UniRef50_Q53122,1.14.12.18,Bacteria,BAA04137.1
B9MEY8,UniRef50_Q59680,1.1.1.94,Bacteria,ACM34258.1
Q634V8,UniRef50_Q818M5,1.4.4.2,Bacteria,AAU16290.1
P39888,UniRef50_P39888,1.14.13.-,Bacteria,AAA67511.1
P08373,UniRef50_P08373,1.3.1.98,Bacteria,AAA23519.1
P08373,UniRef50_P08373,1.3.1.98,Bacteria,AAA24185.1
P08373,UniRef50_P08373,1.3.1.98,Bacteria,AAC43074.1
P08373,UniRef50_P08373,1.3.1.98,Bacteria,AAC76950.1
P08373,UniRef50_P08373,1.3.1.98,Bacteria,BAE77343.1
B1ZGD8,UniRef50_B1ZGD8,1.3.-.-,Bacteria,ACB79796.1
B2HTV8,UniRef50_A4XZC2,1.14.99.60,Bacteria,ACC57646.1
Q57IH8,UniRef50_Q328L4,1.1.1.79; 1.1.1.81,Bacteria,AAX67484.1
A7Z8R5,UniRef50_O32213,1.8.1.2,Bacteria,ABS75391.1
Q83HA7,UniRef50_Q83FK5,1.3.1.98,Bacteria,CAD67393.1
A8ESR5,UniRef50_A4XQF5,1.14.11.-,Bacteria,ABV66989.1
A1JKS2,UniRef50_Q9KTX1,1.17.7.3,Bacteria,CAL11170.1
Q8ZM06,UniRef50_Q46857,1.1.1.346,Bacteria,AAL22039.1
Q2YAU5,UniRef50_P60859,1.1.1.23,Bacteria,ABB74126.1
Q87SF5,UniRef50_Q6LUK7,1.17.1.8,Bacteria,BAC58732.1
Q975C8,UniRef50_Q975C8,1.3.1.84,Archaea,BAB65473.1
Q975C8,UniRef50_Q975C8,1.3.1.84,Archaea,ACJ71675.1
P0A6D5,UniRef50_Q8ZPR4,1.1.1.282,Bacteria,AAC74762.1
P0A6D5,UniRef50_Q8ZPR4,1.1.1.282,Bacteria,BAA15449.1
P0A6D5,UniRef50_Q8ZPR4,1.1.1.282,Bacteria,CAA27848.1
B3PQA3,UniRef50_Q9R9L6,1.1.1.94,Bacteria,ACE93115.1
A5FMT0,UniRef50_A5FMT0,1.4.4.2,Bacteria,ABQ03481.1
B4RF16,UniRef50_A5V9T6,1.4.4.2,Bacteria,ACG77004.1
Q2JJF6,UniRef50_Q2JJF6,1.17.4.-,Bacteria,ABD03218.1
Q2FVV9,UniRef50_Q49ZN0,1.17.1.9,Bacteria,ABD31593.1
A5EMW5,UniRef50_Q6N2U4,1.18.1.2,Bacteria,ABQ37509.1
P00343,UniRef50_P00343,1.1.1.27,Bacteria,BAA02133.1
P00343,UniRef50_P00343,1.1.1.27,Bacteria,AAA25245.2
Q8Y7C5,UniRef50_Q8Y7C5,1.5.1.5; 3.5.4.9,Bacteria,CAC99438.1
P09554,UniRef50_P00459,1.18.6.1,Bacteria,CAA30363.1
Q47140,UniRef50_Q7N4V9,1.14.12.19,Bacteria,AAC75592.1
Q47140,UniRef50_Q7N4V9,1.14.12.19,Bacteria,BAA16442.1
Q47140,UniRef50_Q7N4V9,1.14.12.19,Bacteria,CAA86019.1
Q47140,UniRef50_Q7N4V9,1.14.12.19,Bacteria,CAA71949.1
A5GTY4,UniRef50_P48183,1.10.3.9,Bacteria,CAK28343.1
A5GTY4,UniRef50_P48183,1.10.3.9,Bacteria,CAK28912.1
A5GTY4,UniRef50_P48183,1.10.3.9,Bacteria,CAK29086.1
C1FMZ1,UniRef50_Q892U0,1.1.1.27,Bacteria,ACO85486.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,AAA24226.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,AAA97135.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,AAC77195.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,BAE78237.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,AAC43383.1
P28903,UniRef50_P28903,1.1.98.6,Bacteria,CAA86938.1
Q8XA72,UniRef50_P0CI32,1.3.1.87,Bacteria,AAG57654.1
Q8XA72,UniRef50_P0CI32,1.3.1.87,Bacteria,BAB36830.1
A9I7K9,UniRef50_P74416,1.4.4.2,Bacteria,CAP44422.1
A9MVK2,UniRef50_Q8EKN9,1.1.1.94,Bacteria,ABX69910.1
Q3BUC6,UniRef50_Q4UU71,1.17.1.8,Bacteria,CAJ23583.1
Q8GJN6,UniRef50_C3MFQ1,1.7.1.13,Bacteria,AAN46170.1
Q8GJN6,UniRef50_C3MFQ1,1.7.1.13,Bacteria,ABB57874.1
C1DRI2,UniRef50_P17295,1.13.11.16,Bacteria,ACO77720.1
B6IBG6,UniRef50_Q7UCI7,1.2.1.71,Bacteria,BAG77440.1
B3PL73,UniRef50_Q9I5Q9,1.2.1.38,Bacteria,ACE82904.1
B0CFL0,UniRef50_A5GSH0,1.2.1.41,Bacteria,ABW27029.1
Q3YZP1,UniRef50_Q7N2B2,1.1.1.290,Bacteria,AAZ89021.1
Q7U0A6,UniRef50_A0R2B1,2.2.1.5; 4.1.1.71; 1.2.4.2; 2.3.1.61,Bacteria,SIT99881.1
A5VDM4,UniRef50_Q89ND7,1.14.11.-,Bacteria,ABQ70390.1
Q3M8N0,UniRef50_Q53046,1.2.7.-,Bacteria,ABA22656.1
Q3M8N0,UniRef50_Q53046,1.2.7.-,Bacteria,AAB27766.2
Q9AJC6,UniRef50_Q9AJC6,1.4.1.18,Bacteria,BAB39707.1
Q67L43,UniRef50_Q67L43,1.3.-.-,Bacteria,BAD41603.1
Q6G7F3,UniRef50_Q2FW96,1.1.1.17,Bacteria,CAG43869.1
Q57AX5,UniRef50_A6WXF0,1.2.4.2,Bacteria,AAX75209.1
Q5L1H7,UniRef50_A4ILI2,1.3.1.98,Bacteria,BAD75203.1
B1LM96,UniRef50_Q8X7W8,1.14.11.-,Bacteria,ACB17209.1
B2GL19,UniRef50_B2GL19,1.2.1.70,Bacteria,BAG29195.1
Q9HZF8,UniRef50_B7UWL8,1.3.5.2,Bacteria,AAG06438.1
B8EBC2,UniRef50_Q8EJ54,1.2.1.71,Bacteria,ACK48173.1
Q086I8,UniRef50_Q086I8,1.17.1.8,Bacteria,ABI70827.1
P43707,UniRef50_P43707,1.16.3.2,Bacteria,AAC23031.1
P15333,UniRef50_P16857,1.18.6.1,Bacteria,CAA36059.1
P15333,UniRef50_P16857,1.18.6.1,Bacteria,CAA33174.1
P52643,UniRef50_P52643,1.1.1.28,Bacteria,AAB51772.1
P52643,UniRef50_P52643,1.1.1.28,Bacteria,AAC74462.1
P52643,UniRef50_P52643,1.1.1.28,Bacteria,BAA14990.1
Q9I6M5,UniRef50_Q9I6M5,1.2.1.-,Bacteria,AAG03654.1
P0ABS0,UniRef50_A0R1T3,1.13.11.16,Bacteria,AAG54699.1
P0ABS0,UniRef50_A0R1T3,1.13.11.16,Bacteria,BAB33826.1
O69497,UniRef50_O69497,1.2.1.79,Bacteria,CAA18560.1
O69497,UniRef50_O69497,1.2.1.79,Bacteria,CAC32105.1
A6Q1U2,UniRef50_Q9PPM1,1.17.7.3,Bacteria,BAF69451.1
Q7N4W0,UniRef50_P0ABR6,1.14.12.19,Bacteria,CAE14497.1
A4YZY5,UniRef50_A4YZY5,1.3.3.11,Bacteria,CAL79461.1
B2I8R2,UniRef50_Q9HYF4,1.1.5.4,Bacteria,ACB93253.1
A1AVH0,UniRef50_Q3SG61,1.2.1.41,Bacteria,ABL01927.1
B5R2C7,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,CAR34879.1
Q1CTP7,UniRef50_Q9PPM1,1.17.7.3,Bacteria,ABF84675.1
O59185,UniRef50_Q9V0Y6,1.3.1.14,Archaea,BAA30624.1
Q83HF0,UniRef50_Q83HF0,1.5.1.5; 3.5.4.9,Bacteria,CAD67315.1
B5BEK3,UniRef50_E1WA38,1.14.11.-,Bacteria,CAR60701.1
Q5NP61,UniRef50_Q5NP61,1.17.7.4,Bacteria,AAV89499.1
A2C096,UniRef50_Q7VDS2,1.17.7.4,Bacteria,ABM74906.1
P00562,UniRef50_P00562,2.7.2.4; 1.1.1.3,Bacteria,CAA23585.1
P00562,UniRef50_P00562,2.7.2.4; 1.1.1.3,Bacteria,AAB03072.1
P00562,UniRef50_P00562,2.7.2.4; 1.1.1.3,Bacteria,AAC76922.1
P00562,UniRef50_P00562,2.7.2.4; 1.1.1.3,Bacteria,BAE77370.1
Q13DY0,UniRef50_Q2RND0,1.1.1.94,Bacteria,ABE37709.1
B5Z3H5,UniRef50_Q8FAG4,1.8.4.11,Bacteria,ACI37431.1
A4FXV6,UniRef50_Q57865,1.17.1.8,Archaea,ABO35040.1
Q8ZPE8,UniRef50_Q8XAS9,1.1.1.38,Bacteria,AAL20484.1
Q9L6V3,UniRef50_Q9L6V3,1.18.1.2; 1.19.1.1,Bacteria,AAF35905.1
P9WPM9,UniRef50_P63716,1.14.-.-,Bacteria,CCP43306.1
P75531,UniRef50_P47348,1.8.1.9,Bacteria,AAC45451.1
P75531,UniRef50_P47348,1.8.1.9,Bacteria,AAB96239.1
P54207,UniRef50_Q85A82,1.3.7.7,Bacteria,CAA47923.1
P54207,UniRef50_Q85A82,1.3.7.7,Bacteria,ABB57449.1
Q1LK07,UniRef50_P44909,1.4.3.5,Bacteria,ABF09519.1
P80874,UniRef50_P80874,1.1.1.-,Bacteria,CAA74498.1
P80874,UniRef50_P80874,1.1.1.-,Bacteria,CAB12792.1
Q8NZX0,UniRef50_O86963,1.1.3.21,Bacteria,AAL98230.1
P17424,UniRef50_P17424,1.17.4.1,Bacteria,CAA51695.1
P17424,UniRef50_P17424,1.17.4.1,Bacteria,AAL21693.1
P17424,UniRef50_P17424,1.17.4.1,Bacteria,CAA36920.1
P17424,UniRef50_P17424,1.17.4.1,Bacteria,AAA88620.1
P0AE08,UniRef50_P0AE10,1.11.1.15,Bacteria,BAA02485.1
P0AE08,UniRef50_P0AE10,1.11.1.15,Bacteria,AAB40806.1
P0AE08,UniRef50_P0AE10,1.11.1.15,Bacteria,AAC73706.1
P0AE08,UniRef50_P0AE10,1.11.1.15,Bacteria,BAA35235.1
A1ATI7,UniRef50_Q607A7,1.17.1.8,Bacteria,ABL00658.1
A3PBW4,UniRef50_A5GSH0,1.2.1.41,Bacteria,ABO17239.1
Q2FEI9,UniRef50_Q4L8G4,1.1.1.-,Bacteria,ABD22593.1
B2GD67,UniRef50_Q03FZ5,1.5.1.5; 3.5.4.9,Bacteria,BAG27599.1
F8JX40,UniRef50_F8JX40,1.2.1.69,Bacteria,AEW93317.1
F8JX40,UniRef50_F8JX40,1.2.1.69,Bacteria,CCB73675.1
A6TZL7,UniRef50_A4ILI2,1.3.1.98,Bacteria,ABR51635.1
A5V3W3,UniRef50_Q72M00,1.1.1.86,Bacteria,ABQ66979.1
A9QPJ1,UniRef50_A9QPJ1,1.-.-.-,Bacteria,ABX56649.1
A9QPJ1,UniRef50_A9QPJ1,1.-.-.-,Bacteria,ACD82571.1
Q74KS6,UniRef50_Q5FLU4,1.18.1.2,Bacteria,AAS08493.1
Q8CRQ6,UniRef50_C8WR67,1.1.1.86,Bacteria,AAO05256.1
A5V4F9,UniRef50_Q98F08,1.4.99.-,Bacteria,ABQ67175.1
A9WM40,UniRef50_C5C958,1.5.1.5; 3.5.4.9,Bacteria,ABY22028.1
C9XIS7,UniRef50_Q84F14,1.97.1.-,Bacteria,CBA60347.1
Q03VW0,UniRef50_Q03VW0,1.3.1.98,Bacteria,ABJ62662.1
Q3IYG9,UniRef50_A1B5V3,1.1.1.25,Bacteria,ABA80415.1
Q83LK4,UniRef50_Q8XAS4,1.11.1.-,Bacteria,AAN42647.1
Q83LK4,UniRef50_Q8XAS4,1.11.1.-,Bacteria,AAP16532.1
Q3BZ75,UniRef50_Q8PQU9,1.1.1.94,Bacteria,CAJ21838.1
Q5HSJ3,UniRef50_Q8ZFX5,1.1.1.23,Bacteria,AAW36194.1
B2K2M6,UniRef50_Q8FAG4,1.8.4.11,Bacteria,ACC87467.1
Q2L155,UniRef50_A0KHG9,1.1.1.267,Bacteria,CAJ49348.1
Q3IMD8,UniRef50_Q18E32,1.2.1.-,Archaea,CAI50721.1
Q64PU1,UniRef50_Q8A625,1.17.7.4,Bacteria,BAD50490.1
A5GUB0,UniRef50_A5GUB0,1.3.7.7,Bacteria,CAK28469.1
P9WIS9,UniRef50_Q8NNF6,1.2.4.1,Bacteria,CCP45021.1
B5Z3F9,UniRef50_Q9KTK0,1.7.1.13,Bacteria,ACI38651.1
Q92RH8,UniRef50_Q92RH8,1.4.3.5,Bacteria,CAC45467.1
Q65EW6,UniRef50_Q9X4K2,1.7.1.17,Bacteria,AAU42398.1
Q65EW6,UniRef50_Q9X4K2,1.7.1.17,Bacteria,AAU25027.1
Q55030,UniRef50_P07329,1.18.6.1,Bacteria,AAA64845.1
Q55030,UniRef50_P07329,1.18.6.1,Bacteria,ACK65833.1
Q8FX16,UniRef50_Q51705,1.7.2.4,Bacteria,AAN33476.1
Q8FX16,UniRef50_Q51705,1.7.2.4,Bacteria,AEM19754.1
Q58571,UniRef50_Q58571,1.2.7.12,Archaea,AAB99173.1
C4ZRZ9,UniRef50_P58523,1.5.3.-,Bacteria,ACR63915.1
Q1R5R3,UniRef50_P25924,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,ABE09301.1
Q2YNB0,UniRef50_Q7CZN9,1.3.-.-,Bacteria,CAJ10763.1
P66831,UniRef50_Q2FKC6,1.15.1.1,Bacteria,BAB41348.1
Q5U907,UniRef50_P44427,1.1.1.37,Bacteria,AAV41054.1
Q5U907,UniRef50_P44427,1.1.1.37,Bacteria,ABR74966.1
Q1R9H5,UniRef50_Q8FFN4,1.1.5.3,Bacteria,ABE07989.1
B4SK42,UniRef50_Q9K1F9,1.1.1.262,Bacteria,ACF50374.1
B7MXP1,UniRef50_P33940,1.1.5.4,Bacteria,CAR08857.2
P66780,UniRef50_P9WGS0,1.-.-.-,Bacteria,SIU00173.1
Q1GE28,UniRef50_Q5LNV2,1.5.1.5; 3.5.4.9,Bacteria,ABF65088.1
Q7V7D4,UniRef50_Q7V7D4,1.17.1.8,Bacteria,CAE20989.1
B3EKV1,UniRef50_K4LVZ1,1.1.1.86,Bacteria,ACE04637.1
P58718,UniRef50_P58718,1.1.1.408,Bacteria,AAL19127.1
Q7MVE9,UniRef50_Q8A7B8,1.5.1.5; 3.5.4.9,Bacteria,AAQ66226.1
Q821M8,UniRef50_Q9Z751,1.1.1.94,Bacteria,AAP05651.1
Q9Z4P4,UniRef50_Q9S1E5,1.7.2.2,Bacteria,CAB37320.2
Q31TS5,UniRef50_Q8EAC7,1.7.2.2,Bacteria,ABB68533.1
Q72RJ9,UniRef50_P59307,1.2.1.38,Bacteria,AAS70335.1
B6EH98,UniRef50_Q8EAC7,1.7.2.2,Bacteria,CAQ79682.1
Q1JAN3,UniRef50_B9DV19,1.1.1.25,Bacteria,ABF36375.1
P77489,UniRef50_P77489,1.2.99.6,Bacteria,AAB18013.1
P77489,UniRef50_P77489,1.2.99.6,Bacteria,AAC73387.1
P77489,UniRef50_P77489,1.2.99.6,Bacteria,BAE76068.1
Q9WZP8,UniRef50_Q9WZP8,1.7.1.13,Bacteria,AAD35873.1
Q9Z8K3,UniRef50_Q9Z8K3,1.5.1.5; 3.5.4.9,Bacteria,AAD18484.1
Q9Z8K3,UniRef50_Q9Z8K3,1.5.1.5; 3.5.4.9,Bacteria,AAF38266.1
Q9Z8K3,UniRef50_Q9Z8K3,1.5.1.5; 3.5.4.9,Bacteria,BAA98545.1
Q9Z8K3,UniRef50_Q9Z8K3,1.5.1.5; 3.5.4.9,Bacteria,AAP98277.1
Q9PLL2,UniRef50_Q9Z751,1.1.1.94,Bacteria,AAF38967.1
P06769,UniRef50_P07328,1.18.6.1,Bacteria,AAA26308.1
P46724,UniRef50_P46724,1.2.1.70,Bacteria,AAA17243.1
P46724,UniRef50_P46724,1.2.1.70,Bacteria,CAC31938.1
Q3YZN7,UniRef50_Q8ZNB2,2.1.1.61; 1.5.-.-,Bacteria,AAZ89025.1
B1K269,UniRef50_Q9RTU4,1.1.1.103,Bacteria,ACA93675.1
A9R4K8,UniRef50_Q8EIQ6,1.4.4.2,Bacteria,ABX86860.1
Q8NYK7,UniRef50_Q2YV20,1.7.1.17,Bacteria,BAB94052.1
Q5HJG8,UniRef50_Q2YV20,1.7.1.17,Bacteria,AAW37486.1
C9QZ66,UniRef50_C8U5H2,1.-.-.-,Bacteria,ACX40266.1
C9QZ66,UniRef50_C8U5H2,1.-.-.-,Bacteria,BAJ42820.1
Q12QR9,UniRef50_A8FYZ1,1.2.1.70,Bacteria,ABE54207.1
O33730,UniRef50_O33730,1.1.-.-,Bacteria,ABI71354.1
O33730,UniRef50_O33730,1.1.-.-,Bacteria,CAA03849.1
Q5QY76,UniRef50_Q5QY76,1.3.1.98,Bacteria,AAV82836.1
Q2FGC8,UniRef50_Q5HNV1,1.1.1.25,Bacteria,ABD21182.1
A7B3K3,UniRef50_A7B3K3,1.1.1.392,Bacteria,EDN77529.1
A6USK4,UniRef50_Q6LZC3,1.1.1.336,Archaea,ABR55476.1
B7UFM4,UniRef50_P33940,1.1.5.4,Bacteria,CAS09903.1
Q83CY0,UniRef50_Q5WVN0,1.3.5.2,Bacteria,AAO90493.1
Q3BUF7,UniRef50_Q8P9P2,1.1.1.23,Bacteria,CAJ23552.1
A8GN82,UniRef50_P93052,1.1.1.37,Bacteria,ABV74857.1
Q8EM37,UniRef50_Q9K6A4,1.11.1.-,Bacteria,BAC14979.1
A6UB83,UniRef50_Q6G2Q7,1.3.1.98,Bacteria,ABR60913.1
P47233,UniRef50_P47232,1.13.11.39,Bacteria,CAA53299.1
C0Q872,UniRef50_Q7N571,1.1.1.79; 1.1.1.81,Bacteria,ACN46717.1
E3VWI6,UniRef50_Q82IY9,1.1.1.340,Bacteria,ADO85574.1
A5VPA6,UniRef50_Q8YFY2,1.1.99.1; 1.2.1.8,Bacteria,ABQ61350.1
Q99R73,UniRef50_Q99R73,1.14.99.-,Bacteria,BAB58726.1
C3KXI0,UniRef50_B5ZB99,1.8.4.11,Bacteria,ACQ54258.1
Q5HP13,UniRef50_Q2RH48,1.4.4.2,Bacteria,AAW54492.1
P16421,UniRef50_P14776,1.12.-.-,Bacteria,CAA35518.1
Q02058,UniRef50_Q02058,1.-.-.-,Bacteria,CAA45048.1
Q02058,UniRef50_Q02058,1.-.-.-,Bacteria,CAC44205.1
Q1LKH7,UniRef50_Q8XXX5,1.1.1.85,Bacteria,ABF09349.1
O29445,UniRef50_O29445,1.1.1.95,Archaea,AAB90429.1
A5CX08,UniRef50_Q2SDP4,1.4.3.5,Bacteria,BAF61523.1
B7HF56,UniRef50_Q9K7R6,1.14.14.18,Bacteria,ACK61348.1
B1IWM6,UniRef50_Q83QN1,1.3.3.3,Bacteria,ACA76909.1
B4S253,UniRef50_B4S253,1.1.1.25,Bacteria,AEA96179.1
B9IXH4,UniRef50_Q8Y7C5,1.5.1.5; 3.5.4.9,Bacteria,ACM14395.1
Q3AVC2,UniRef50_Q9Z565,1.1.1.86,Bacteria,ABB26508.1
