scientific_name,temp,dif,taxid
Desulfonauticus autotrophicus,55.0,0.0,564288
Parasediminibacterium paludis,28.0,0.0,908966
Embellisia hyacinthi,22.0,0.0,
Curtobacterium flaccumfaciens oortii,30.0,0.0,
Pediastrum angulosum,20.0,0.0,271408
Psilocybe cyanescens,25.0,0.0,93625
Togula britannica,20.0,0.0,259926
Erwinia amylovora,26.0,0.8333333334999999,552
Pseudoalteromonas spongiae,28.0,0.0,298657
Sinimarinibacterium flocculans,37.0,0.0,985250
Athelia epiphylla,25.0,0.0,56746
Mortierella isabellina,24.0,0.0,
Aidingimonas halophila,32.5,4.5,574349
Penicillium lavendulum,25.0,0.0,
Thiothrix disciformis,22.0,0.0,
Burkholderia cenocepacia,32.333333333333336,0.59375,95486
Paraburkholderia bryophila,28.0,0.153846153846154,420952
Lactobacillus farciminis,31.75,1.75,1612
Burkholderia territorii,30.0,0.0,1503055
Leeia oryzae,33.0,0.0,356662
Hyalotheca dissiliens,20.0,0.0,130987
Aspergillus awamori,24.0,0.0,105351
Virgibacillus subterraneus,30.0,0.0,621109
Bacillus thuringiensis  shandongiensis,0.0,0.0,
Deinococcus sonorensis,28.0,0.0,309891
Peptostreptococcus stomatis,37.0,0.0,341694
Guilliermondella selenospora,24.0,0.0,
Shinella zoogloeoides,30.0,0.0,352475
Pseudescherichia vulneris,33.5,3.5,566
Aspergillus japonicus,25.0,1.0,34381
Burkholderia andropogonis,28.0,2.0,
Bosea massiliensis,29.0,0.3333333333333333,151419
Citrobacter portucalensis,28.0,0.0,1639133
Flavisolibacter tropicus,25.0,0.0,1492898
Feldmannia globifer,10.0,0.0,
Herpetosiphon giganteus,30.0,0.0,2029754
Desulfovibrio hydrothermalis,32.5,0.0,191026
Arenimonas taoyuanensis,28.0,0.0,1329367
Chromohalobacter beijerinckii,25.5,0.0,86179
Adlercreutzia caecicola,37.0,0.0,
Leptospira borgpetersenii Kanana,29.0,0.0,
Trichophyton eboreum,30.0,0.0,
Actinomadura scrupuli,28.0,0.0,559629
Alkalispirochaeta cellulosivorans,34.0,0.0,1410329
Chryseobacterium antarcticum,14.666666666666664,0.0,266748
Erythrobacter aquimixticola,30.0,0.0,1958945
Trichophyton erinacei,30.0,0.0,523106
Oogamochlamys sp. ,20.0,0.0,
Thalassotalea agarivorans,28.0,0.0,349064
Williamsia muralis,25.0,0.0,85044
Claviceps purpurea,26.0,1.4,5111
Cytophaga sp.,22.0,1.5,29535
Defluviitalea saccharophila,50.0,0.0,879970
Mycobacterium sp.,36.66666666666666,2.347222222222223,1785
Escherichia fergusonii,32.666666666666664,2.4166666666666665,564
Ganoderma anullaris,25.0,0.0,
Pleurotus eous,25.0,0.0,1960104
Pyropia tenuipedalis,15.0,0.0,
Bacillus sphaericus  H47,0.0,0.0,
Sulfuriferula thiophila,20.0,0.0,1781211
Zunongwangia mangrovi,28.0,0.0,1334022
Methanobacterium bryantii,37.0,0.1052631579473685,2161
Mobiluncus mulieris,37.0,0.0,2052
Phacidium coniferarum,25.0,0.0,
Cryptanaerobacter phenolicus,37.0,0.0,238083
Paracoccus sediminis,30.0,0.0,1214787
Vibrio atlanticus,25.0,0.0,693153
Desulfovibrio ferrophilus,28.0,0.0,241368
Streptomyces scopuliridis,28.0,0.0,452529
Intrasporangium sp.,28.0,0.0,1925024
Clostridium colicanis,37.0,0.0,179628
Streptoverticillium sp.,28.0,0.0,
Catabacter hongkongensis,37.0,0.0,270498
Oleibacter marinus,29.0,0.0,484498
Pasteurella dagmatis,37.0,0.2,754
Leuconostoc gelidum subsp. gasicomitatum,20.666666666666668,0.22222222222222232,115778
Paenibacillus sanguinis,33.5,0.0,225906
Sporomusa termitida,30.0,0.0,2377
Actinoacidiphilus flexuosus,28.0,0.0,
Corynebacterium auriscanis,37.0,0.0,99807
Leptospira meyeri Semaranga,29.0,0.0,
Vibrio casei,29.5,0.5,673372
Salinimicrobium soli,30.0,0.0,1254399
Hymenobacter paludis,24.0,0.0,1244895
Sphingorhabdus rigui,25.0,0.0,1282858
Geitlerinema,22.0,1.363636364,63132
Nocardia jiangxiensis,29.0,0.0,282685
Oribacterium sinus,37.0,0.0,237576
Anoxybacillus bogrovensis,55.0,0.0,409997
Halobacterium sp.,37.0,0.0,2243
Anoxybacillus kaynarcensis,55.0,0.0,1173302
Leptotrichia shahii,37.0,0.0,157691
Primorskyibacter sedentarius,30.0,0.0,745311
Promicromonospora vindobonensis,29.0,0.0,195748
Eremascus fertilis,24.0,0.0,
Streptococcus gallolyticus gallolyticus,37.0,0.6,
Tetrasphaera elongata,29.0,0.0,101689
Methylorubrum thiocyanatum,30.0,0.0,47958
Methanocalculus halotolerans,37.0,0.0,71152
Acetobacter syzygii,30.0,0.0,146476
Xanthobacter sp.,28.0,1.3541666665,35809
Streptosporangium longisporum,28.0,0.0,46187
Rathayibacter tritici,29.0,0.0,33888
Bacillus boroniphilus,30.0,0.0,308892
Paenibacillus nanensis,30.0,0.0,393251
Photorhabdus kleinii,28.0,0.0,768034
Aeromonas hydrophila dhakensis,30.0,0.0,
Caballeronia peredens,30.0,0.0,1777132
Methanobrevibacter millerae,37.0,0.0,230361
Leptospira santarosai Weaveri,29.0,0.0,
Salimicrobium luteum,32.0,0.0,351205
Pseudomonas syringae syringae ,25.0,0.0,
Streptococcus pneumoniae 7A,37.0,0.0,
Pedinella sp. ,10.0,0.0,
Austwickia chelonae,33.5,0.0,100225
Salmonella enterica enterica Abony,30.0,0.0,
Sutterella megalosphaeroides,37.0,0.0,2494234
Streptococcus penaeicida,22.0,0.0,1765960
Ophiocytium sp. ,20.0,0.0,
Rodentibacter heidelbergensis,37.0,0.0,1908258
Photorhabdus asymbiotica,28.0,0.0,291112
Shewanella marina,25.0,0.0,487319
Peniophora duplex,25.0,0.0,89883
Devosia limi,29.0,0.0,288995
Microlunatus lacustris,20.0,0.0,88568
Pseudoalteromonas atlantica,21.33333333333333,0.7999999999999999,288
Pseudophaeobacter leonis,27.5,0.0,1144477
Streptococcus pneumoniae 10A,37.0,0.0,
Psychrobacter pulmonis,34.75,2.25,228654
Desulfotomaculum profundi,60.0,0.0,1383067
Legionella pittsburghensis,37.0,0.0,
Thiorhodococcus kakinadensis,28.0,0.0,390879
Oceanobacillus kimchii,30.0,0.0,746691
Comamonas phosphati,30.0,0.0,1211803
Brevibacterium ammoniilyticum,31.0,0.0,1046555
Ornatilinea apprima,42.0,0.0,1134406
Eubacterium hallii,37.0,0.0,
Lactobacillus acidifarinae,33.5,0.0,267364
Paenibacillus lolii,30.0,0.0,
Methylobacterium cerastii,26.25,1.75,932741
Thermus aquaticus,70.0,0.0,271
Micromonospora jinlongensis,28.0,0.0,1287877
Tropicibacter naphthalenivorans,37.0,0.0,441103
Asaia astilbis,28.0,0.0,610244
Cantharellula umbonata,20.0,0.0,181972
Neptuniibacter caesariensis,25.5,0.0,207954
Amycolatopsis japonica,29.0,0.0,208439
Actinopolyspora xinjiangensis,37.0,0.0,405564
Marinilactibacillus psychrotolerans,35.25,1.75,191770
Tepidiphilus margaritifer,50.0,0.0,203471
Spirochaeta aurantia subsp. aurantia,30.0,0.0,143778
Bacillus amyloliquefaciens ,30.0,0.0,
Amycolatopsis bullii,28.0,0.0,941987
Thermogemmatispora onikobensis,62.0,0.0,732234
Hypholoma sublateritium,20.0,0.0,71945
Hymenobacter psychrotolerans,22.0,0.0,344998
Blastomonas marina,26.0,0.0,1867408
Natronincola sp.,30.0,0.0,2699832
Desulfovibrio cuneatus,28.0,0.0,159728
Pontibacillus halophilus,29.0,0.0,516704
Pseudokineococcus basanitobsidens,20.0,0.0,1926649
Pseudomonas plecoglossicida,29.33333333333333,0.22222222222222232,70775
Spiroplasma gladiatoris,30.0,0.0,2143
Pleurophycus gardneri,10.0,0.0,309362
Thalassotalea piscium,28.0,0.0,1230533
Sulfitobacter noctilucae,25.0,0.0,1342302
Leptospira interrogans Gem,29.0,0.0,
Allobaculum stercoricanis,37.0,0.0,174709
Desulfovibrio sp.,35.0,2.6497975706923103,885
Marinococcus halotolerans,28.0,0.0,301092
Stenotrophomonas indicatrix,28.0,0.0,2045451
Aurantiporus fissilis,25.0,0.0,
Leptospira interrogans Canicola,29.0,0.0,
Streptomyces indoligenes,32.0,0.0,1764539
Verticillium luteoalbum,24.0,0.0,
Kushneria avicenniae,28.0,0.0,402385
Bifidobacterium stellenboschense,37.0,0.0,762211
Kingella negevensis,37.0,0.0,1522312
Macrococcus caseolyticus subsp. hominis,37.0,0.0,1891096
Paraburkholderia fungorum,30.0,0.666666666666665,134537
Ruminococcus gnavus,37.0,0.0,
Lactobacillus rossiae,33.5,0.0,231049
Streptomyces ederensis,28.0,0.0,83383
Haplospora globosa,10.0,0.0,86885
Microvirga flocculans,44.5,0.5,217168
Azotobacter vinelandii,30.0,0.0,354
Escherichia hermannii,34.666666666666664,0.7777777777777768,
Clostridium herbivorans,37.0,0.0,
Thioalkalivibrio thiocyanoxidans,30.0,0.0,152475
Pantoea stewartii indologenes,30.0,0.0,
Halorientalis regularis,37.0,0.0,660518
Saccharomonospora colocasiae,36.0,0.0,2040474
Absidia corymbifera,30.0,0.0,
Clostridium aldrichii,35.0,0.0,
Promicromonospora thailandica,28.0,0.0,765201
Scheffersomyces segobiensis,25.0,0.0,45512
Demequina rhizosphaerae,28.0,0.0,
Nocardiopsis gilva,28.0,0.0,280236
Candidatus Rhabdochlamydia porcellionis,25.0,0.0,225148
Acidithiobacillus caldus,41.0,4.0,33059
Flavobacterium ummariense,31.0,0.0,913024
Photobacterium aquae,28.0,0.0,1195763
Salibacterium lacus,28.0,0.0,1898109
Adhaeribacter sp.,29.0,1.0,1872386
Stenotrophobacter terrae,28.0,0.0,1458337
Kocuria uropygialis,28.0,0.0,2055845
Streptomyces formicae,28.0,0.0,1616117
Legionella sp.,37.0,0.0,459
Salinimicrobium gaetbulicola,25.0,0.0,999702
Leptospira interrogans Roumanica,29.0,0.0,
Aestuariimicrobium soli,28.0,0.0,2035834
Leptospira kirschneri,30.0,0.0,29507
Mycobacterium hodleri,30.0,0.0,
Vibrio litoralis,29.0,0.0,335972
Lactobacilus oligofermentans,30.0,0.0,
Oudemansiella mucida,24.5,0.5,
Methanoculleus bourgensis,37.0,0.0,83986
Sandona erratica,15.0,0.0,
Aequorivita vladivostokensis,25.0,0.0,171194
Sphingobium xanthum,28.0,0.0,1387165
Streptococcus gallolyticus subsp. macedonicus,37.0,0.0,
Thamnidium elegans,24.0,1.333333333,101142
Halopolyspora alba,37.0,0.0,1348092
Rhodococcus olei,26.0,0.0,2161675
Niabella ginsengisoli,20.0,0.0,522298
Geobacillus thermoglucosidasius,55.0,0.0,
Marinobacterium aestuarii,20.0,0.0,1821621
Shigella boydii 10,30.0,0.0,
Bradyrhizobium cajani,26.0,0.0,1928661
Halopenitus malekzadehii,40.0,0.0,1267564
Scenedesmus bijuga,20.0,0.0,
Prevotella pallens,37.0,0.0,60133
Enteractinococcus viverrae,28.0,0.0,1521435
Marinobacter gudaonensis,30.0,0.0,375760
Paracoccus yeei,28.0,1.478260869565215,147645
Colemanosphaera angeleri,20.0,0.0,1454018
Bacillus clausii,30.0,0.5681818181818167,79880
Aequorivita crocea,20.0,0.0,153268
Prevotella paludivivens,37.0,0.0,185294
Enterococcus saccharolyticus subsp. saccharolyticus,37.0,0.0,1814218
Frateuria terrea,28.0,0.0,529704
Chryseobacterium oranimense,29.33333333333333,0.6666666666666666,421058
Bacillus ndiopicus,30.0,0.0,1347368
Erwinia teleogrylli,37.0,0.0,
Salicola marasensis,36.0,1.0,332340
Burkholderia terricola,30.0,0.0,
Vibrio mytili,29.0,0.0,50718
Zymomonas mobilis subsp. pomaceae,29.5,0.8333333333333335,120044
Monilia brunnea,24.0,0.0,
Oceanobacillus caeni,33.5,1.1666666666666667,405946
Kocuria polaris,29.0,0.0,136273
Luteimonas terrae,24.0,0.0,1530191
Pedobacter sp.,28.0,0.7894736842105265,1411316
Corallococcus macrosporus,28.0,0.2352941178235295,35
Thalassotalea crassostreae,25.0,0.0,1763536
Nocardia nova,30.5,2.7,37330
Cylindrocarpon congoense,24.0,0.0,
Vibrio metschnikovii,26.0,0.7142857142857134,28172
Ecklonia radicosa,10.0,0.0,2041055
Tabellaria flocculosa,15.0,0.0,426662
Oscillatoria animalis,20.0,0.0,
Geodermatophilus normandii,28.0,0.0,1137989
Maricaulis virginensis,27.5,0.0,144022
Thiorhodococcus minor,30.0,0.0,57489
Enterococcus caccae,37.0,0.0,317735
Homoserinimonas aerilata,28.0,0.0,1162970
Streptacidiphilus sp.,28.0,0.0,1918640
Thermovorax subterraneus,70.0,0.0,496831
Pasteurella mairii,37.0,0.0,
Bacteroides cellulosilyticus,37.0,0.0,246787
Streptomonospora nanhaiensis,32.5,0.0,1323731
Lactobacillus paracasei subsp. tolerans,30.0,0.0,113557
Selenomonas noxia,37.0,0.0,135083
Fusarium flocciferum,25.0,0.0,56642
Pseudoalteromonas hodoensis,28.0,0.0,1081601
Actinomadura oligospora,28.0,0.0,111804
Porphyrobacter sanguineus,25.0,0.0,198312
Streptococcus constellatus subsp. constellatus,37.0,0.0,184246
Thalassomonas haliotis,27.5,0.0,485448
Kriegella aquimaris,26.5,1.5,192904
Bacillus thuringiensis  canadensis,0.0,0.0,
Fusarium oxysporum,25.0,0.787878788,5507
Methylobacterium brachythecii,28.0,0.0,1176177
Alkalibacillus silvisoli,33.5,0.0,392823
Rhizobium subbaraonis,25.0,0.0,908946
Zunongwangia profunda,28.0,0.0,398743
Duncaniella muris,37.0,0.0,2094150
Burkholderia glumae,29.0,0.3333333333333333,337
Streptomyces thermoviolaceus subsp. apingens,50.0,0.0,66859
Ogataea methanolica,25.0,0.0,1156966
Mycobacterium litorale,37.0,0.0,
Anaerosolibacter carboniphilus,40.0,0.0,1417629
Halobiforma haloterrestris,42.0,0.0,148448
Pseudomonas cedrina cedrina,30.0,0.0,
Faecalicoccus pleomorphus,37.0,0.0,1323
Paenibacillus elymi,30.0,0.0,2259011
Dokdonia aurantiaca,20.0,0.0,2136407
Haloferax prahovense,37.0,0.0,381852
Nitrincola alkalisediminis,37.0,0.0,1366656
Paenibacillus sp.,30.0,1.98450080528261,58172
Coniothyrium cerealis,21.0,0.0,
Alternaria burnsii,24.0,0.0,1187904
Ankistrodesmus angustus,20.0,0.0,
Streptomyces lunalinharesii,29.0,0.0,333384
Desulfovibrio longus,35.0,0.0,889
Phenylobacterium falsum,33.5,0.0,279827
Pythium irregulare,26.0,0.0,36331
Empedobacter sp.,29.5,0.8333333333333335,1927715
Cellulomonas bibula,30.0,0.0,
Eucampia sp. ,15.0,0.0,
Brevibacillus sediminis,51.0,0.0,1707527
Thalassospira lucentensis,13.0,0.0,168935
Methylorubrum podarium,37.0,0.0,200476
Leptospira santarosai Canalzonae,29.0,0.0,
Hymenobacter rubripertinctus,16.0,0.0,2029981
Rhizobium azooxidifex,28.0,0.0,1636188
Sphingopyxis fribergensis,28.0,0.0,1515612
Novosphingobium marinum,28.0,0.0,1514948
Thermoproteus uzoniensis,85.0,0.0,184117
Salmonella enterica enterica Wien,30.0,0.0,
Actinastrum hantzschii,20.0,0.0,55402
Corynebacterium afermentans lipophilum,37.0,0.0,
Laribacter hongkongensis,37.0,0.2,168471
Galenea microaerophila,35.0,0.0,1136073
Pseudonocardia thailandensis,28.0,0.0,1701089
Geoglobus ahangari 234T,88.0,0.0,
Photorhabdus luminescens subsp. kayaii,30.0,0.0,
Streptomyces prasinosporus,28.0,0.0,68256
Arcanobacterium wilhelmae,37.0,0.0,1803177
Ochromonas danica,20.0,0.0,2986
Desulfocella halophila,30.0,0.0,66835
Clostridium thermopalmarium,55.0,0.0,29373
Deinococcus saudiensis,29.0,1.0,1765963
Flavobacterium banpakuense,30.0,0.0,659444
Ulva ohnoi,15.0,0.0,240864
Pseudanabaena sp.,18.0,0.7692307692307689,1153
Streptococcus devriesei,33.5,0.0,231233
Botryotrichum piluliferum,24.0,0.0,155880
Halolamina sediminis,38.5,0.0,1480675
Streptococcus suis 14,37.0,0.0,
Streptomyces jiujiangensis,28.0,0.0,1434256
Arthrobacter gandavensis,29.0,0.0,169960
Streptomyces sasae,28.0,0.0,1266772
Loktanella salsilacus,22.5,0.0,195913
Marinobacter squelenovorans,20.0,0.0,
Tepidimicrobium ferriphilum,50.0,0.0,285106
Leptospira uncertain Muelleri,29.0,0.0,
Thermomonas haemolytica,37.0,0.0,141949
Chryseobacterium taeanense,30.0,0.0,311334
Pseudomonas taeanensis,28.0,0.0,574962
Desulfobulbus mediterraneus,20.0,0.0,160661
Acidithiobacillus ferrooxidans,29.0,1.6,920
Bifidobacterium ruminantium,37.0,0.0,78346
Spiroplasma litorale,30.0,0.0,216942
Paraglaciecola psychrophila,15.0,0.0,326544
Altererythrobacter marinus,26.0,0.0,538382
Desulfacinum hydrothermale,60.0,0.0,109258
Jahnella thaxteri,30.0,3.0,889265
Mucilaginibacter soyangensis,25.0,0.0,869397
Carboxydocella sporoproducens,60.0,0.0,285110
Fusobacterium gastrosuis,37.0,0.0,1755100
Pseudonocardia acaciae,37.0,0.0,551276
Thermoanaerobacter ethanolicus,65.0,0.0,1757
Thermomonospora umbrina,37.0,0.0,
Agromyces luteolus,29.0,0.0,88373
Mariniblastus fucicola,25.0,0.0,980251
Chrysamoeba radians,20.0,0.0,
Microvirga soli,28.0,0.0,1854496
Azoarcus indigens,28.0,0.0,29545
Niastella yeongjuensis,28.0,0.0,354355
Microzonia sp. no data ,10.0,0.0,
Nocardia tengchongensis,28.0,0.0,2055889
Skeletonema ardens,15.0,0.0,371682
Corynebacterium hansenii,34.0,0.0,394964
Nautilia abyssi,60.0,0.0,498371
Stappia stellulata,25.5,0.0,71235
Nocardioides humi,28.0,0.0,449461
Cryptomonas platyuris,10.0,0.0,195066
Peptoniphilus lacydonensis,37.0,0.0,1673725
Ensifer saheli,30.0,0.0,
Frigoribacterium sp.,28.0,0.222222222222222,1880915
Salinicoccus sesuvii,28.0,0.0,868281
Marinomonas atlantica,20.0,0.0,1806668
Leptospira noguchii Cristobali,29.0,0.0,
Nocardia salmonicida,29.0,0.0,53431
Leptospira interrogans Gurungi,29.0,0.0,
Leptospira borgpetersenii Mini,29.0,0.0,
Paracoccus halophilus,24.0,0.0,376733
Methanogenium frigidum,15.0,0.0,62970
Pleodorina californica,22.5,2.5,47285
Ulva fenestrata,12.5,2.5,83795
Actinorectispora indica,22.0,0.0,1034798
Bifidobacterium dentium,37.0,0.0,1689
Leptospira Wolbachii Liangguang,29.0,0.0,
Halomonas xinjiangensis,32.0,0.0,1166948
Amycolatopsis sp.,28.0,1.8,37632
Geastrum triplex,23.0,0.0,90948
Salmonella enterica enterica Leipzig,30.0,0.0,
Acetobacter indonesiensis,27.5,2.5,104101
Carteria obtusa,20.0,0.0,69402
Microbacterium laevaniformans,31.16666666666667,1.3333333333333333,36807
Mycoplasmopsis californica,37.0,0.0,
Photorhabdus khanii,26.0,0.0,1004150
Streptomyces mutomycini,28.0,0.0,284036
Leifsonia aquatica,32.333333333333336,2.5,144185
Microseira wollei,20.0,0.0,467598
Rhodoplanes tepidamans,34.0,6.0,200616
Cryptosporangium arvum,28.0,0.0,80871
Ectothiorhodospira magna,28.0,0.0,867345
Rubrimonas shengliensis,28.0,0.0,690083
Calonectria morganii,25.0,0.0,
Saccharothrix espanaensis,28.0,0.0,103731
Prevotella histicola,37.0,0.0,470565
Haloterrigena limicola JCM 13563,47.5,0.0,1230457
Mycobacterium neworleansense,37.0,0.0,
Methanogenium boonei,15.0,0.0,348609
Methanolobus tindarius,25.0,0.0,2221
Escherichia coli O6: H10,30.0,0.0,
Paraburkholderia xenovorans,29.0,0.0,36873
Pseudomonas fluorescens,30.0,1.002188868333333,294
Corynebacterium otitidis,37.0,0.0,29321
Brevirhabdus pacifica,30.0,0.0,1267768
Aurearena cruciata,25.0,0.0,479719
Otariodibacter oris,37.0,0.0,1032623
Salinicoccus carnicancri,28.0,0.0,558170
Thysanophora penicilloides,25.0,0.0,
Litorimonas sp.,28.0,0.0,1892381
Pseudomonas umsongensis,30.0,0.4444444444444433,198618
Amphiporthe leiphaemia,20.0,0.0,
Salinivibrio costicola subsp. costicola,25.0,0.0,149710
Castellaniella denitrificans,30.0,0.0,56119
Veillonella rogosae,37.0,0.0,423477
Oleiphilus messinensis,26.5,0.0,141451
Leptospira noguchii Orleans,29.0,0.0,
Flavobacterium tilapiae,20.0,0.0,875042
Streptococcus castoreus,37.0,0.0,254786
Longispora urticae,24.0,0.0,2040258
Caviibacter abscessus,36.5,0.5,1766719
Phellinus ferreus,25.0,0.0,
Mycobacterium fortuitum acetamidolyticum,37.0,0.0,
Lacunisphaera anatis,28.0,0.0,1848773
Salinivibrio costicola subsp. vallismortis,37.0,0.0,
Actinoplanes philippinensis,28.0,0.0,35752
Campylobacter ornithocola,37.0,0.0,1848766
Levilinea saccharolytica,37.0,0.0,229921
Thermoanaerobacter thermohydrosulfuricus,61.66666666666666,0.8821548823030301,1516
Alicycliphilus denitrificans,29.0,0.0,179636
Penicillium tardum,24.0,0.0,128435
Trinickia caryophylli,30.0,0.0,28094
Streptomyces atratus,28.0,0.0,1893
Serinicoccus chungangensis,28.0,0.0,767452
Alkalibacterium kapii,28.0,0.0,426704
Paenibacillus cathormii,30.0,0.0,1539108
Streptococcus alactolyticus,37.0,0.0,29389
Bacillus racemilacticus,30.0,0.0,33022
Leptospira noguchii Panama,29.0,0.0,
Leucobacter japonicus,28.0,0.0,
Ohtaekwangia kribbensis,28.0,0.0,688913
Pseudomonas tremae,30.0,0.0,200454
Corynebacterium acetoacidophilum,37.0,0.0,38285
Antithamnion nipponicum,10.0,0.0,179279
Roseomonas gilardii rosea,37.0,0.0,
Paracoccus kocurii,30.0,0.0,34005
Cladostephus spongiosus,4.0,0.0,
Coleochaete scutata,20.0,0.0,3125
Halovibrio denitrificans,28.0,0.0,332516
Penicillium islandicum,24.0,0.0,
Kitasatospora herbaricolor,28.0,0.0,68217
Carpopeltis prolifera,10.0,0.0,
Staphylococcus saccharolyticus,37.0,0.0,33028
Methanomethylovorans hollandica DSM 15978,35.5,0.0,867904
Symphyocladia pumila,10.0,0.0,884087
Saccharomyces pastorianus,25.0,0.0,27292
Hantzschia amphioxys,15.0,0.0,186034
Gramella echinicola,25.0,0.0,279359
Actinomadura viridilutea,50.0,1.25,58112
Aeromonas hydrophila subsp. ranae,28.0,0.0,208958
Lactobacillus mellifer,33.75,1.25,1218492
Natronotalea proteinilytica,46.0,0.0,
Emericella rugulosa,24.0,0.0,
Shinella sp.,30.0,0.0,1870904
Brucella inopinata,34.0,0.0,1218315
Anaerobranca horikoshii,60.0,0.0,42448
Planomicrobium koreense,29.0,0.0,112331
Neisseria bacilliformis,37.0,0.0,267212
Phaeobacter piscinae,25.0,0.0,1580596
Spirosoma lacussanchae,28.0,0.0,1884249
Clostridium isatidis,37.0,0.0,182773
Streptomyces cocklensis,28.0,0.0,887465
Streptomyces showdoensis,28.0,0.0,68268
Listeria grayi ,30.0,0.0,
Haemophilus parainfluenzae,37.0,0.0,729
Schleiferia thermophila,45.0,0.0,884107
Actinoallomurus coprocola,28.0,0.0,478106
Methanosarcina soligelidi,28.0,0.0,1036677
Odoribacter splanchnicus,37.0,0.0,28118
Legionella rowbothamii,25.0,0.0,96229
Salinirubellus salinus,38.0,0.0,1364945
Kineococcus terrestris,28.0,0.0,2044856
Spirosoma flavum,16.0,0.0,2048557
Streptomyces griseoloalbus,28.0,0.0,67303
Arthrobacter chlorophenolicus,28.0,0.0,
Escherichia coli O6: H1,30.0,0.0,
Clavibacter michiganensis subsp. michiganensis,28.0,0.666666667,33013
Prymnesium calathiferum,20.0,0.0,44453
Sporomusa sphaeroides,34.5,0.0,47679
Tsukamurella spumae,29.0,0.0,44753
Jishengella endophytica,28.0,0.0,515350
Halopiger xanaduensis SH-6,37.0,0.0,797210
Leptospira biflexa Andamana,29.0,0.0,
Halorubrum sodomense,37.0,0.0,35743
Vibrio tritonius,28.0,0.0,1435069
Helicobacter canis,38.25,1.25,29419
Elizabethkingia miricola subsp. miricola,30.0,0.0,
Ralstonia syzygii subsp. celebesensis,28.0,0.0,1310168
Scenedesmus coelastroides,20.0,0.0,
Desulfurella sp.,55.0,0.0,1962857
Enterobacter ludwigii,33.666666666666664,0.9722222222222232,299767
Amycolatopsis silviterrae,28.0,0.0,1656914
Aquitalea magnusonii,28.0,0.0,332411
Arsenicitalea aurantiaca,28.0,0.0,1783274
Neogymnomyces virgineus,23.0,0.0,1073324
Lysinibacillus xylanilyticus,30.0,0.0,582475
Deinococcus xinjiangensis,28.0,0.0,457454
Humibacter albus,28.0,0.0,427754
Kangiella taiwanensis,28.0,0.0,1079179
Serratia marcescens marcescens O21,30.0,0.0,
Chamaesiphon subglobosus,20.0,0.0,217162
Syncephalastrum racemosum,24.0,0.0,13706
Polycladomyces abyssicola,64.0,0.0,1125966
Dolichospermum affine,20.0,0.28571428571428603,119677
Salinispora arenicola,26.5,0.0,168697
Bacteroides gallinarum,37.0,0.0,376806
Arthrobacter siccitolerans,28.0,0.0,
Candida orthopsilosis,30.0,0.0,273371
Roseivivax pacificus,30.0,0.0,1267769
Desulfosoma profundi,55.0,0.0,869805
Vibrio gallaecicus,28.0,0.0,552386
Leptolyngbya,22.0,13.97297297,47251
Pleurochrysis haptonemofera,20.0,0.0,35135
Acetobacter pasteurianus,29.33333333333333,0.7099567099090901,438
Flavobacterium dispersum,22.0,0.0,1815560
Myriogloea chilensis,10.0,0.0,
Coprinus sterquilinius,24.0,0.0,
Mycobacterium hiberniae,37.0,0.0,
Pseudochrobactrum saccharolyticum,30.0,0.0,354352
Pseudoalteromonas arctica,20.0,0.0,394751
Devosia elaeis,28.0,0.0,1770058
Gononema sp. no data ,10.0,0.0,
Desmarestia willi,10.0,0.0,
Achnanthidium minutissimum,15.0,1.6666666666666698,431333
Alkalimonas collagenimarina,25.5,0.0,400390
Actinomadura coerulea,28.0,0.0,46159
Massilia brevitalea,18.75,3.75,442526
Sediminibacillus albus,30.0,0.0,407036
Gambierdiscus sp. ,22.0,0.0,
Streptomyces wellingtoniae,28.0,0.0,476555
Nocardioides salarius,28.0,0.0,374513
Nonomuraea guangzhouensis,28.0,0.0,1291555
Vogesella mureinivorans,28.0,0.0,657276
Pleiochaeta setosa,24.0,0.0,487630
Streptomonospora flavalba,37.0,0.0,505256
Beduini massiliensis,37.0,0.0,1585974
Taylorella asinigentalis,37.0,0.0,
Arenibacter hampyeongensis,20.0,0.0,1028743
Amycolatopsis rubida,29.0,0.0,112413
Halanaerobium sp.,45.0,0.0,1895664
Salegentibacter salegens,29.0,0.0,143223
Actinobacillus succinogenes,33.5,0.0,67854
Laceyella sediminis,55.0,0.0,573074
Helicobacter bizzozeronii,37.0,0.0,56877
Pseudomonas azelaica,30.0,0.0,
Eurotium amstelodami,24.0,0.0,
Brevibacterium luteolum,37.0,0.0,199591
Photorhabdus luminescens luminescens,30.0,0.0,
Serratia grimesii,30.0,0.0,82995
Actinomadura livida,28.0,0.0,79909
Legionella anisa,37.0,0.0,28082
Xanthobacter tagetidis,30.0,0.0,60216
Demequina phytophila,28.0,0.0,
Herbaspirillum huttiense huttiense,30.0,0.0,
Leptospira interrogans Hawain,29.0,0.0,
Actinomyces israelii,37.0,0.0,1659
Serratia marcescens marcescens O6,30.0,0.0,
Moraxella atlantae,34.666666666666664,0.3137254901960783,34059
Chryseobacterium lineare,4.0,0.0,1859201
Pontibacter korlensis,26.0,0.0,400092
Tepidimicrobium xylanilyticum,60.0,0.0,1123352
Leifsonia poae,24.0,0.0,110933
Bacillus sp.,30.0,4.519076977710523,
Demequina lutea,18.0,0.0,431489
